NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098
South West (England),UKK,South West (England),3.80263157894737,17.625,24.7302631578947,12.8157894736842,23.5263157894737,16.4342105263158,12.0921052631579,11.8026315789474,20.8684210526316,12.7960526315789,22,20.0394736842105,17.0197368421053,15.1842105263158,34.7105263157895,36.7960526315789,6.47368421052632,13.0986842105263,18.0526315789474,12.0131578947368,55.9605263157895,20.3355263157895,56.2565789473684,15.4210526315789,29.4078947368421,34.2236842105263,31.6644736842105,21.9013157894737,12.1578947368421,25.0986842105263,20.6118421052632,41.0986842105263,21.8355263157895,7.51315789473684,24.6776315789474,15.5855263157895,5.27631578947368,23.1184210526316,31.5657894736842,9.24342105263158,18.125,36.3881578947368,18.4868421052632,24.5263157894737,30.3289473684211,22.4144736842105,35.3486842105263,36.6381578947368,12.5592105263158,27.9078947368421,36.5986842105263,17.0197368421053,15.8618421052632,22.3684210526316,14.6315789473684,20.1052631578947,48.9736842105263,11.6184210526316,39.5131578947368,23.5921052631579,19.875,25.5065789473684,30.6315789473684,17.4144736842105,41.25,11.2368421052632,7.5921052631579,32.3815789473684,39.2763157894737,13.1315789473684,28.3552631578947,16.5328947368421,39.4342105263158,26.1710526315789,19.2960526315789,17.7697368421053,54.7368421052632,2.65789473684211,13.0197368421053,32.8552631578947,35.375,22.7434210526316,11.0394736842105,18.1644736842105,61.2434210526316,15.8223684210526,57.8223684210526,10.8684210526316,8.75657894736842,26.2631578947368,49.8947368421053,11.6842105263158,24.7894736842105
Südösterreich,AT2,Südösterreich,11.9896907216495,28.639175257732,9.203125,16.2835051546392,12.9690721649485,10.6321243523316,4.94117647058824,13.3711340206186,10.2356020942408,20.6855670103093,12.9226804123711,29.5,16.9536082474227,11.1701030927835,28.4639175257732,12.7680412371134,13.5051546391753,36.8505154639175,36.4072164948454,25.5824742268041,19.1082474226804,11.3937823834197,8.9020618556701,16.1701030927835,24.0051546391753,23.7731958762887,25.7628865979381,42.8969072164948,18.6907216494845,14.7371134020619,7.18041237113402,17.0721649484536,16.9329896907216,31.0824742268041,10.5618556701031,28.0670103092784,23.6082474226804,15.8350515463918,40.4639175257732,15.9278350515464,13.5392670157068,19.2783505154639,27.5567010309278,34.0360824742268,12.0051546391753,10.2010309278351,18.680412371134,22.2010309278351,10.3298969072165,37.8969072164948,26.1082474226804,4.45212765957447,16.1340206185567,11.680412371134,15.5154639175258,12.6701030927835,12.3865979381443,35.0876288659794,14.3298969072165,26.3917525773196,28.6288659793814,37.9175257731959,27.659793814433,15.4484536082474,36.3350515463918,31.0360824742268,50.2061855670103,29.8041237113402,8.06410256410256,30.860824742268,30.8556701030928,4.55614973262032,30.3092783505155,45.7525773195876,49.6237113402062,20.2731958762887,28.0412371134021,11.3969072164948,17.2113402061856,19.8144329896907,7.6031746031746,20.819587628866,20.5,23.6494845360825,32.7628865979381,31.2938144329897,10.279792746114,7.265625,8.68041237113402,20.7731958762887,23.9484536082474,7.3298969072165,15.0412371134021
Baden-Württemberg,DE1,Baden-Württemberg,12.4748201438849,36.8273381294964,19.931654676259,8.75179856115108,23.158273381295,15.0791366906475,11.5179856115108,12.8345323741007,10.1569343065693,27.7913669064748,22.0935251798561,22.0503597122302,16.2517985611511,20.410071942446,46.1007194244604,26.0503597122302,6.14748201438849,16.273381294964,32.9244604316547,17.4964028776978,34.2877697841727,6.99280575539568,20.1978417266187,11.9460431654676,14.726618705036,28.2446043165468,18.1870503597122,38.4208633093525,26.3597122302158,19.6007194244604,9.16187050359712,47.2985611510791,23.3021582733813,10.8776978417266,27.3309352517986,44.341726618705,20.2769784172662,15.0575539568345,42.2302158273381,7.41007194244604,8.03597122302158,26.8093525179856,23.1115107913669,25.5971223021583,26.8992805755396,19.9064748201439,23.0359712230216,41.931654676259,17.2985611510791,19.8201438848921,30.6762589928058,11.1474820143885,13.6474820143885,4.15413533834586,9.3705035971223,14.5935251798561,41.5971223021583,21.0251798561151,22.2985611510791,33.4820143884892,24.931654676259,32.9532374100719,39.2446043165468,12.7877697841727,45.589928057554,28.9676258992806,32.5791366906475,21.4784172661871,18.8309352517986,21.4460431654676,35.2517985611511,5.05882352941176,48.705035971223,35.7158273381295,35.8812949640288,21.1079136690647,37.6870503597122,5.35251798561151,10.7446043165468,35.8057553956835,21.4604316546763,27.0791366906475,7.84115523465704,24.0143884892086,30.294964028777,33.2374100719424,36.0755395683453,14.9784172661871,7.44604316546763,33.2517985611511,27.6330935251799,12.1402877697842,19.4712230215827
Bourgogne-Franche-Comté,FRC,Bourgogne-Franche-Comté,9.56232686980609,40.2548476454294,46.5290858725762,11.6481994459834,23.6454293628809,24.5761772853186,18.6426592797784,24.4127423822715,28.6897506925208,32.6094182825485,43.3185595567867,20.786703601108,11.3434903047091,37.1108033240997,38.7617728531856,15.8753462603878,11.4681440443213,22.6094182825485,36.4986149584488,9.71745152354571,46.8864265927978,16.9473684210526,24.3047091412742,14.7590027700831,19.6980609418283,39.7756232686981,34.1523545706371,36.5983379501385,30.0332409972299,20.1689750692521,13.4293628808864,36.8199445983379,21.8116343490305,12.1163434903047,27.3019390581717,43.8531855955679,13.7479224376731,32.595567867036,42.5817174515236,8.61495844875346,6.33795013850416,31.1052631578947,12.6620498614958,24.6703601108033,45.9002770083102,13.8781163434903,31.8476454293629,47.2049861495845,9.51246537396122,25.8448753462604,24.0526315789474,15.7285318559557,14.8310249307479,14.0332409972299,11.4709141274238,26.8614958448753,35.4875346260388,8.4792243767313,25.1274238227147,52.2659279778393,50.606648199446,24.3240997229917,36.5623268698061,11.6620498614958,51.6481994459834,20.7340720221607,35.8725761772853,23.1357340720222,10.0083102493075,22.8005540166205,50.0083102493075,8.40720221606648,39.7950138504155,39.6094182825485,31.6675900277008,13.7590027700831,38.9141274238227,7.44598337950139,15.4930747922438,27.7313019390582,28.4847645429363,28.8005540166205,12.4487534626039,17.7451523545706,29.5623268698061,19.1634349030471,37.8116343490305,25.808864265928,6.24653739612188,39.7036011080332,46.2160664819945,19.8587257617729,29.5263157894737
Norra Sverige,SE3,Norra Sverige,5.93564501910079,26.0475641395215,18.7746316093615,9.01799187463726,11.99560761347,23.9595492632187,24.2987089201878,5.24225352112676,4.17881996974281,8.6701122268163,7.06718795250507,11.6274102640166,9.83075124232681,12.7692529564465,9.08833718244804,13.7379648313635,8.79035577771244,11.4646872297492,10.4040579710145,13.109027978079,12.6276319584655,9.97231035477358,14.7331981460023,20.1905448255982,8.40909090909091,11.3524992776654,6.27454491196658,9.45320935812837,13.9025239338555,9.90382317801673,13.6066378066378,13.6769499417928,11.9120784087633,7.84067207415991,14.6602209944751,9.41339491916859,7.61168792643133,8.05649388468259,12.834247762056,13.8610465116279,14.3265070666282,12.7178114778472,13.8760449697319,15.312404754648,12.2431610942249,13.6930178880554,10.248917123881,14.1255049047894,13.4684347074085,8.89981673793525,10.9646684042861,7.4885274469939,13.1567551963049,17.9792207792208,16.6529259152494,8.30852305896089,17.2115606936416,13.6908407974574,14.8306801736614,10.5883912787272,6.61793826441468,13.7407192575406,5.73861386138614,8.81379713534054,13.9448773448773,6.7320813771518,7.88309037900875,6.36220706021952,11.5223577235772,19.7393187066975,10.6099740559239,3.73579739904175,14.4215743440233,12.0105293945598,10.0751160092807,7.99797804737146,19.7038750722961,9.45749613601237,10.4793769829824,20.1694572748268,9.04756346658885,7.08182088664088,10.4963652224484,9.31496296296296,22.7648442092887,18.0976314269209,10.0236102809325,9.0580589254766,6.74249558563861,7.73568536726431,9.53058194774347,4.89933660224978,16.6164067013287
Latvija,LV0,Latvija,10.1223021582734,37.3075539568345,7.34892086330935,2.38363171355499,11.886690647482,24.9046762589928,5.78571428571429,6.36036036036036,6.15107913669065,13.1348920863309,3.34754797441365,22.5269784172662,11.1834532374101,7.25719424460432,46.2895683453237,19.3057553956835,9.8705035971223,30.7320143884892,18.8111510791367,15.1924460431655,31.7769784172662,33.1708633093525,22.205035971223,10.5647482014389,34.6007194244604,18.705035971223,16.3794964028777,21.5935251798561,39.1312949640288,11.8579136690647,27.1888489208633,11.8758992805755,18.6420863309353,10.2032374100719,40.3705035971223,27.7140287769784,5.39748201438849,6.2410071942446,62.9928057553957,8.2841726618705,30.5359712230216,12.3938848920863,34.9244604316547,24.841726618705,34.2751798561151,23.1043165467626,20.1510791366906,17.0539568345324,13.5719424460432,17.7428057553957,19.4874100719424,10.9712230215827,7.57014388489209,32.1115107913669,19.7338129496403,13.9046762589928,29.1043165467626,21.9604316546763,30.9910071942446,23.0845323741007,1.97425742574257,22.6025179856115,14.7643884892086,24.5485611510791,30.9154676258993,7.23561151079137,16.6888489208633,25.089928057554,13.8237410071942,32.363309352518,13.3902877697842,15.6241007194245,30.544964028777,21.160071942446,11.0089928057554,18.4298561151079,11.5143884892086,11.1852517985612,9.02697841726619,35.3057553956835,28.9874100719424,4.96043165467626,22.3561151079137,12.8525179856115,11.636690647482,27.9262589928058,12.6330935251799,8.7410071942446,6.82162162162162,41.2553956834532,10.4658273381295,1.50746268656716,14.5521582733813
Liechtenstein,LI0,Liechtenstein,17,38,13,17,23,18,9,22,23,19,19,26,13,19,52,14,13,21,23,28,37,14,15,14,21,27,23,30,20,39,13,37,28,25,17,59,15,11,33,9,20,19,31,15,16,11,17,32,22,35,45,13,9,13,8,20,19,32,12,42,25,22,24,9,54,47,50,18,16,23,36,5,52,59,54,18,33,11,12,27,7,28,15,20,28,48,23,10,2,32,30,8,14
Centro (ES),ES4,Centro (ES),33.0868079289132,17.3820915926179,34.0622009569378,8.30171821305842,21.4531784005468,22.6322624743677,7.86067261496225,27.3472317156528,14.6908344733242,31.8407382091593,31.6302118933698,31.9015721120984,28.7723855092276,17.4565960355434,11.5760273972603,12.6302118933698,16.2221462747779,14.930963773069,19.9391660970608,17.244019138756,6.18257839721254,12.3262653898769,18.7491455912509,5.3288920056101,17.4333561175666,37.3294600136705,49.9501025290499,5.12564671101257,21.218045112782,6.65708274894811,23.2098427887902,30.9275461380725,16.6133700895934,33.2556390977444,11.1367053998633,21.1038961038961,25.6363636363636,26.9316473000684,10.4463431305537,22.082023239918,8.73862068965517,18.3643198906357,32.7204374572796,17.2638414217362,8.84552289815448,15.0827067669173,39.4306220095694,13.8031442241969,19.9159261790841,25.4162679425837,10.1299239806496,8.12098427887902,10.952479338843,8.46548188653452,31.0622009569378,14.9774436090226,8.25549450549451,21.4900888585099,9.25170998632011,14.5882352941176,32.6397812713602,16.473000683527,10.061000685401,20.1038961038961,12.5324675324675,26.1455912508544,36.5461380724539,15.7327409432673,9.58080110497238,22.9979494190021,40.1367053998633,16.1004784688995,5.75840336134454,21.2911825017088,24.362952836637,12.1341546885695,22.7949419002051,29.241968557758,8.01448275862069,10.4442925495557,11.8679890560876,15.727956254272,9.80382775119617,14.0505809979494,17.0314422419686,15.758031442242,11.0721649484536,29.3718386876282,10.26999316473,8.39452054794521,8.28092959671907,20.7846889952153,16.321697467488
Saarland,DEC,Saarland,6.31818181818182,47.2727272727273,25.3181818181818,12.1363636363636,19,29.6363636363636,8.04545454545455,18.1818181818182,16.7272727272727,33.7727272727273,24.0454545454545,30.9545454545455,5.95454545454545,22.3181818181818,45.2727272727273,26.5,13.3181818181818,20.7272727272727,50.1818181818182,11.8636363636364,42.6363636363636,12.5,40.1818181818182,20.5,12.3636363636364,32.3181818181818,25.7272727272727,35.5,31.3636363636364,25.0909090909091,15.5909090909091,50.5909090909091,30.8636363636364,3.90909090909091,34.9090909090909,53.7272727272727,11.4545454545455,17.0909090909091,59.3181818181818,7.86363636363636,5.86363636363636,34.9090909090909,22.0909090909091,29.2727272727273,34.9545454545455,25.8181818181818,32.0454545454545,60.9545454545455,12.4090909090909,32.5454545454545,27.7272727272727,26,11.0909090909091,5.72727272727273,14.4545454545455,14.5909090909091,46.1363636363636,17.1818181818182,31.4545454545455,38.9090909090909,39.4090909090909,34.1818181818182,42.7272727272727,12.6818181818182,51.2727272727273,14.1363636363636,19.1363636363636,29.4090909090909,26.2727272727273,14,47.2272727272727,3.72727272727273,50.7272727272727,33.2727272727273,37.5909090909091,23.3636363636364,43.9090909090909,1.13636363636364,20.0909090909091,63.1363636363636,33.4545454545455,25.7272727272727,11.8636363636364,31.2727272727273,36.7272727272727,34.2727272727273,57.7272727272727,15.1818181818182,4.77272727272727,36.3636363636364,39.7272727272727,20.4545454545455,31.0454545454545
Nord-Est,ITH,Nord-Est,17.3188073394495,28.1100917431193,18.3394495412844,19.2110091743119,10.6416861826698,20.6857798165138,5.35224586288416,25.651376146789,20.9793577981651,19.1192660550459,42.2155963302752,34.4495412844037,11.1866359447005,27.2201834862385,32.6766055045872,16.1422018348624,18.1238532110092,27.9908256880734,25.8876146788991,17.9151376146789,22.7591743119266,16.8394495412844,6.56103896103896,13.9426605504587,25.5389908256881,35.7866972477064,50.5252293577982,33.1605504587156,16.5,17.5103448275862,18.7270642201835,30.9426605504587,15.3807339449541,42.4518348623853,9.95591647331787,40.9724770642202,31.7660550458716,16.5275229357798,33.7018348623853,29.7087155963303,10.6455399061033,18.4082568807339,30.2889908256881,46.2522935779816,13.2390804597701,9.87844036697248,28.2087155963303,19.5733944954128,9.74311926605505,35.8967889908257,28.1169724770642,12.2430555555556,13.302752293578,15.1697247706422,21.4885321100917,27.6559633027523,8.32794457274827,14.7339449541284,6.56455696202532,31.302752293578,42.6169724770642,17.2614678899083,15.6490825688073,9.62528735632184,31.6307339449541,43.3692660550459,51.9334862385321,24.6353211009174,5.62068965517241,29.2178899082569,31.4151376146789,7.35266821345708,14.2087155963303,44.4266055045872,41.9954128440367,20.2775229357798,34.4977064220184,20.7522935779816,31.3119266055046,10.9488372093023,11.1261467889908,30.3119266055046,7.63961813842482,24.6903669724771,33.795871559633,18.901376146789,12.0206422018349,14.7454128440367,18.7981651376147,18.2660550458716,24.5550458715596,16.0550458715596,18.4380733944954
