NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Shqipëria,AL0,Shqipëria,19,16,7,6,18,22,7,9,25,8,15,11,13,14,8,10,5,21,17,37,19,27,3,31,24,40,17,34,28,34,26,12,17,24,11,35,8,15,39,36,27,12,41,17,12,23,6,22,15,21,26,14,24,5,19,16,7,16,8,27,27,17,21,13,9,28,31,15,5,17,36,8,25,41,32,14,17,11,27,16,13,14,22,28,32,17,8,10,27,22,25,13,11,10,27
Bayern,DE2,Bayern,6,17,6,9,6,9,0,0,9,7,16,18,8,6,17,10,0,13,12,8,26,8,3,10,6,14,7,25,24,23,7,4,19,26,18,33,6,10,13,9,9,16,14,9,12,14,3,26,4,3,13,10,8,22,3,12,20,7,10,12,8,5,6,8,32,11,7,23,0,21,6,5,20,43,38,3,10,4,15,13,17,0,12,10,4,39,20,5,6,12,22,7,8,7,25
Sachsen,DED,Sachsen,4,23,0,8,3,4,0,0,4,6,3,13,6,3,14,10,0,16,9,5,21,5,0,3,6,13,0,7,20,19,3,5,14,15,14,29,9,6,7,0,8,14,13,10,12,7,3,13,0,5,7,9,4,8,3,12,7,3,16,8,6,3,6,7,19,3,5,11,0,16,7,3,12,29,30,6,7,3,12,6,14,0,10,6,0,26,12,5,3,11,4,3,7,0,28
North East (England),UKC,North East (England),0,4,9,0,7,0,5,7,0,6,3,0,0,3,6,18,4,6,7,3,7,4,9,8,7,5,3,6,9,6,0,3,9,3,17,10,0,3,9,4,3,23,11,3,3,8,5,20,3,5,0,8,7,4,0,0,20,0,6,11,0,7,3,4,27,3,0,3,3,17,4,0,23,11,29,3,14,6,0,8,12,0,6,3,6,9,17,3,0,4,6,0,3,10,5
Este,ES5,Este,24,11,18,16,14,12,3,15,14,9,24,15,14,17,27,12,6,12,35,14,19,22,19,22,18,39,25,39,29,31,20,14,15,36,20,23,10,18,24,26,21,33,38,8,21,18,20,32,9,29,26,23,31,22,8,31,9,10,9,24,21,37,22,21,29,35,31,13,9,18,29,16,28,49,31,7,33,6,25,15,25,17,23,26,9,28,20,15,17,11,37,18,22,20,19
Sur,ES6,Sur,22,11,23,15,15,10,7,9,12,13,24,19,15,11,29,11,13,7,35,10,22,18,19,16,36,42,21,25,16,18,13,20,16,28,18,13,16,12,14,31,17,32,39,10,22,11,27,25,13,21,22,29,29,19,14,28,11,21,11,29,22,15,14,23,18,26,30,18,16,12,29,13,24,28,19,22,31,8,21,15,13,17,13,35,10,15,16,14,12,14,31,22,23,10,23
Grand Est,FRF,Grand Est,4,25,8,11,4,6,3,0,8,11,14,12,10,8,16,13,0,19,23,6,29,11,7,11,3,14,8,18,11,24,4,9,16,18,30,23,3,7,7,3,3,20,8,3,16,19,4,34,8,5,3,12,6,11,0,15,26,0,7,12,7,3,5,6,37,9,3,11,0,19,12,4,21,42,35,4,15,4,11,10,16,7,9,9,0,33,23,3,0,11,24,10,6,10,17
Makroregion północno-zachodni,PL4,Makroregion północno-zachodni,3,20,0,8,3,3,0,4,0,16,12,12,9,7,19,9,3,17,16,0,16,7,10,3,3,8,0,7,33,18,4,7,11,12,26,18,27,10,26,3,7,23,49,12,14,24,21,17,3,7,6,11,8,16,29,31,23,12,18,7,3,7,12,37,21,20,16,15,10,29,28,9,12,28,59,9,20,3,9,13,27,3,46,7,0,48,15,12,3,9,27,0,8,0,27
Oost-Nederland,NL2,Oost-Nederland,0,13,4,7,9,6,4,4,0,3,3,3,9,4,11,21,0,13,6,3,19,0,10,8,4,19,0,9,9,19,3,8,14,7,23,20,3,5,5,6,3,11,7,6,13,18,0,23,0,6,0,5,6,9,3,3,25,3,13,10,0,3,4,0,32,5,7,9,0,18,4,0,10,24,25,0,10,6,8,15,17,0,6,3,0,16,20,3,0,8,7,6,7,8,15
Centro (IT),ITI,Centro (IT),21,19,9,9,16,17,5,10,23,11,20,13,8,17,18,13,4,27,35,21,33,17,3,22,20,41,21,28,25,40,14,10,12,33,23,39,8,20,29,28,23,29,35,12,14,22,15,36,10,19,18,21,41,16,10,20,7,17,10,21,16,8,13,18,21,25,24,12,0,24,33,9,28,51,41,11,23,7,21,4,14,8,19,22,27,29,19,10,20,13,29,10,3,18,22
Lietuva,LT0,Lietuva,0,16,3,5,6,3,0,0,0,8,3,9,7,7,15,3,4,16,10,6,4,8,8,0,8,3,0,3,18,15,11,7,3,4,8,8,12,12,25,5,13,7,6,12,8,20,10,0,3,0,8,9,12,15,14,10,3,8,16,3,5,12,3,20,6,3,19,8,0,15,6,3,9,8,13,6,17,4,3,8,35,0,18,3,0,17,3,4,3,11,4,3,0,0,11
Bremen,DE5,Bremen,0,10,0,7,0,3,0,0,0,0,0,3,7,0,13,13,0,6,5,0,7,0,0,0,0,3,0,0,11,15,0,3,7,6,4,12,0,4,5,0,0,6,0,6,9,15,0,10,0,3,0,6,0,6,0,3,4,0,9,7,3,0,0,3,13,0,3,7,0,10,4,0,6,17,17,0,0,0,6,0,11,0,9,0,0,8,7,3,0,3,3,0,3,0,11
Centre — Val de Loire,FRB,Centre — Val de Loire,0,10,15,9,0,4,4,0,7,16,21,6,9,9,16,13,0,15,28,3,29,12,13,9,7,18,15,12,4,22,6,7,7,10,29,14,3,7,4,0,3,18,10,4,9,15,9,42,6,9,0,7,11,15,0,9,30,0,23,9,3,3,6,3,37,3,0,11,0,20,12,0,24,28,25,3,6,0,9,10,13,4,4,9,3,21,30,3,0,10,29,7,4,15,12
Pays de la Loire,FRG,Pays de la Loire,0,9,11,11,11,6,10,4,8,11,22,0,6,6,15,14,0,12,20,0,28,15,22,13,7,16,16,7,4,16,9,9,6,8,20,9,3,13,6,3,3,22,12,4,9,7,15,34,3,9,0,25,16,14,0,10,36,0,24,15,3,4,6,0,33,6,0,13,4,23,10,0,27,21,18,3,10,0,4,12,17,8,3,7,4,14,31,3,3,6,27,4,4,12,13
South East (England),UKJ,South East (England),0,5,6,4,10,0,7,3,0,3,7,0,6,3,7,17,3,10,3,3,12,11,14,13,3,6,5,7,4,10,0,8,6,3,23,13,0,7,3,0,3,24,11,0,10,15,7,27,0,0,0,6,8,8,0,0,34,3,13,9,0,4,4,0,34,3,0,7,0,17,6,0,20,20,23,3,18,4,4,12,18,8,3,3,3,19,26,0,0,4,10,0,9,13,13
Zuid-Nederland,NL4,Zuid-Nederland,0,16,6,7,9,3,0,3,5,4,0,0,8,6,7,12,0,8,0,4,16,0,7,4,4,9,5,9,7,14,0,8,12,10,19,17,0,4,4,0,0,15,4,0,10,16,0,23,0,6,0,0,4,7,0,0,24,4,8,8,0,0,4,0,28,0,3,6,0,20,4,0,10,20,22,0,3,0,8,17,16,0,6,0,0,21,13,3,0,3,3,3,7,8,19
Brandenburg,DE4,Brandenburg,0,24,0,8,3,3,3,0,0,3,3,12,8,7,19,9,0,16,12,0,23,5,4,3,3,8,0,6,25,19,3,8,12,11,10,13,5,9,4,0,4,15,4,8,13,7,0,14,0,6,4,10,3,9,3,3,7,5,15,7,0,4,3,7,18,0,3,8,0,18,7,0,6,29,23,3,8,3,8,6,19,0,14,3,0,17,9,5,3,7,4,3,7,0,20
West Midlands (England),UKG,West Midlands (England),0,4,6,0,8,3,6,3,0,6,4,0,6,3,3,12,3,10,6,0,7,3,15,10,3,7,0,4,3,7,0,8,6,0,24,11,0,5,3,0,0,13,6,3,8,15,7,26,0,5,0,3,7,8,0,0,38,0,12,13,0,4,4,0,27,5,0,4,3,18,3,0,21,10,21,0,16,4,7,10,15,3,3,3,6,12,22,0,0,4,8,0,6,9,6
Sud,ITF,Sud,24,18,11,10,19,19,18,9,17,12,14,8,14,25,13,12,6,22,43,35,44,16,3,22,15,31,18,36,65,56,23,8,12,47,43,53,11,17,27,35,26,33,39,17,13,22,15,47,16,41,26,25,69,21,20,29,18,29,30,28,17,15,21,19,20,36,23,40,9,16,63,15,40,47,42,18,24,9,32,13,13,30,64,19,34,55,13,14,34,18,49,17,8,11,27
Schweiz/Suisse/Svizzera,CH0,Schweiz/Suisse/Svizzera,16,10,14,14,6,25,9,6,34,9,23,11,11,20,20,14,4,27,39,7,26,9,8,15,19,39,24,57,32,50,26,17,20,31,17,54,22,23,36,23,23,24,70,42,13,34,9,38,10,20,26,20,14,21,6,27,32,27,10,19,20,27,24,14,47,39,21,27,4,16,30,11,24,60,47,13,32,8,27,9,23,7,39,16,8,45,34,11,7,8,33,18,17,15,30
Ile-de-France,FR1,Ile-de-France,0,12,11,9,0,3,4,0,7,10,8,6,4,6,9,10,0,17,7,0,24,9,13,6,3,10,9,7,4,23,0,6,9,7,30,13,0,7,3,3,0,17,6,3,12,18,3,31,3,0,0,4,4,11,0,8,29,0,12,6,6,3,7,3,39,3,3,10,0,23,10,0,28,24,24,4,6,0,10,11,14,3,4,3,0,22,27,3,0,4,29,10,4,13,16
Macroregiunea Trei,RO3,Macroregiunea Trei,19,10,7,3,17,6,0,11,26,12,5,8,12,11,3,3,6,20,16,25,18,26,0,22,27,17,13,31,19,29,14,6,11,21,9,28,12,15,41,23,30,8,23,16,11,26,10,10,7,10,22,8,14,3,24,6,4,23,3,12,23,21,8,20,9,24,20,29,0,18,17,16,28,43,21,16,10,8,16,9,24,16,21,19,25,15,3,11,21,6,27,10,0,0,33
Northern Ireland,UKN,Northern Ireland,3,8,7,3,10,6,12,8,0,7,3,0,8,9,10,15,7,3,9,0,4,8,16,4,9,5,3,7,3,5,3,7,10,0,21,6,3,4,9,0,3,19,13,3,6,15,4,20,0,11,0,0,6,0,3,0,24,0,4,16,0,3,3,3,24,7,0,4,0,16,3,4,25,6,22,0,28,11,4,7,14,4,4,4,7,13,13,4,0,0,6,0,4,16,8
Thüringen,DEG,Thüringen,4,20,6,9,3,4,0,0,4,6,0,10,6,3,14,10,0,15,3,5,22,5,0,3,6,14,3,9,23,19,0,5,14,15,18,33,9,6,6,0,4,15,6,10,12,10,0,18,0,8,7,6,6,12,0,11,8,3,11,10,3,4,7,7,26,3,4,8,0,18,9,3,13,35,33,3,6,3,11,10,15,0,9,3,3,27,18,6,0,7,9,3,7,3,21
Ostösterreich,AT1,Ostösterreich,8,12,0,7,4,6,0,3,9,6,7,17,10,9,16,7,4,19,17,18,25,6,0,12,11,18,4,33,25,28,3,3,12,33,13,14,4,8,24,10,11,15,23,11,11,8,6,16,3,8,15,12,7,9,6,12,9,13,11,15,12,11,16,9,27,9,8,19,0,13,11,0,18,40,36,12,9,3,16,13,10,0,28,7,16,29,7,3,6,8,20,3,6,0,33
Alföld és Észak,HU3,Alföld és Észak,12,6,3,0,7,3,5,4,22,12,3,16,11,8,10,5,4,22,18,26,21,16,3,17,13,23,7,29,20,37,8,3,14,35,9,24,9,10,39,11,23,12,25,16,17,7,10,16,0,9,11,12,12,8,5,14,3,18,19,11,13,16,23,10,14,16,16,28,0,15,18,4,22,48,36,13,13,7,16,9,25,3,29,19,13,33,4,3,8,13,23,10,5,0,39
Česko,CZ0,Česko,7,18,3,10,6,7,3,4,4,7,6,21,7,8,14,10,4,14,17,11,25,7,3,10,11,13,4,26,33,24,3,4,13,29,13,23,9,10,18,0,10,15,19,11,15,7,6,19,3,6,14,13,8,9,3,12,9,12,14,14,10,9,15,10,20,10,8,18,0,17,9,4,16,38,40,10,13,3,17,13,19,0,23,6,6,38,16,3,6,11,15,6,8,0,35
Nouvelle-Aquitaine,FRI,Nouvelle-Aquitaine,3,6,13,15,12,8,7,3,5,12,22,6,9,9,26,17,3,12,27,6,32,18,21,11,10,22,13,19,6,20,8,8,10,18,18,13,3,15,3,4,3,25,10,6,6,10,14,33,9,12,3,23,17,14,0,17,25,0,23,17,6,7,7,7,34,7,6,14,6,20,17,3,28,36,28,8,10,0,10,12,13,7,3,16,4,21,33,7,5,10,30,8,4,15,11
Bretagne,FRH,Bretagne,0,3,6,4,13,3,7,3,4,10,15,0,3,3,9,13,0,10,9,0,25,11,28,13,4,11,8,8,5,8,8,12,18,3,30,18,3,12,8,0,3,47,14,0,7,11,14,36,0,8,0,27,18,11,0,9,65,0,24,17,5,7,3,8,32,3,0,9,7,21,6,3,35,22,23,0,12,7,7,10,25,11,6,0,12,19,26,4,3,3,19,7,8,7,31
Continente,PT1,Continente,10,7,27,18,10,7,10,18,8,14,21,13,8,12,27,15,13,6,22,8,31,25,19,25,33,37,15,31,14,13,14,14,16,19,25,28,17,24,15,15,11,31,17,9,19,10,36,23,15,13,16,37,21,23,4,29,17,9,16,17,20,15,16,29,16,25,17,22,12,15,30,15,28,28,13,9,15,8,15,3,26,10,11,33,6,9,32,9,10,19,12,34,21,23,18
Közép-Magyarország,HU1,Közép-Magyarország,11,4,0,0,3,0,3,0,19,5,3,15,3,8,6,6,4,13,17,22,18,12,0,16,10,20,6,29,15,34,7,3,10,36,6,25,3,10,32,4,12,11,20,13,13,3,9,12,0,7,8,12,7,7,4,14,0,18,11,8,9,10,22,10,15,14,13,17,0,12,10,3,19,45,36,6,13,7,12,8,17,0,26,15,10,26,3,0,8,10,20,7,4,0,32
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,0,14,3,3,3,3,0,0,0,0,0,0,3,0,0,9,0,8,5,0,16,0,3,0,0,3,3,0,0,9,0,3,8,6,13,9,0,0,3,0,0,13,4,0,10,16,0,20,0,0,0,4,3,0,0,0,22,0,0,7,0,0,0,0,20,0,0,3,0,14,4,0,10,6,22,0,0,0,5,11,8,0,4,0,0,22,13,0,0,0,0,3,3,5,13
Slovensko,SK0,Slovensko,9,17,3,3,7,3,5,5,22,16,3,18,7,8,13,5,4,20,19,20,20,17,4,12,12,20,3,30,25,31,6,4,10,35,13,24,8,10,36,3,20,17,26,13,14,4,8,16,3,8,19,15,14,8,6,10,7,14,18,12,10,19,16,12,16,16,15,26,0,12,17,6,20,47,40,14,9,3,16,12,29,0,30,13,7,35,5,3,6,9,20,7,5,0,36
Berlin,DE3,Berlin,0,24,0,7,0,3,0,0,0,3,0,5,7,3,16,7,0,16,7,0,17,0,3,0,3,5,0,3,25,18,3,5,10,3,7,9,0,3,4,0,3,13,0,3,7,3,0,10,0,5,3,10,3,9,0,3,7,3,11,7,0,0,0,3,16,0,0,3,0,15,4,0,0,28,16,3,3,0,8,5,15,0,8,0,0,11,3,4,0,3,0,0,4,0,16
Slovenija,SI0,Slovenija,16,16,8,7,4,12,0,6,18,8,15,14,5,15,15,9,0,21,26,12,26,9,0,18,12,27,10,32,29,42,8,9,17,32,11,33,8,15,30,16,19,16,39,14,10,16,6,28,3,19,15,21,11,11,4,18,6,18,9,17,13,9,17,10,24,17,17,15,0,18,26,10,25,49,37,10,20,4,17,12,15,0,23,10,22,29,11,4,6,10,25,8,8,6,37
Wales,UKL,Wales,0,4,6,4,7,6,6,8,0,6,12,0,4,6,8,13,5,7,7,0,6,7,12,8,6,8,4,6,4,8,0,8,4,0,21,8,4,8,4,0,3,23,14,3,6,21,7,21,0,5,0,3,6,4,0,3,40,0,16,14,0,4,4,0,25,6,3,4,3,22,3,0,18,8,23,0,39,5,6,13,14,7,5,0,7,11,16,4,0,4,4,0,6,9,12
Région wallonne,BE3,Région wallonne,0,22,7,9,6,3,3,0,8,9,6,3,10,7,10,13,0,13,7,3,21,4,7,5,3,14,6,9,12,22,0,6,16,12,20,21,3,4,7,6,3,18,7,0,13,16,3,21,3,8,0,14,4,11,0,6,27,3,8,9,0,3,4,3,33,3,4,6,0,20,10,3,18,30,30,3,7,0,12,14,15,0,7,3,0,25,23,4,0,3,9,3,7,11,19
Normandie,FRD,Normandie,0,13,9,6,15,3,9,3,4,11,29,0,29,6,18,28,0,12,16,12,29,11,30,13,7,16,9,19,21,28,0,15,12,9,21,25,8,13,41,3,9,74,22,6,12,13,9,47,3,11,0,19,17,12,0,14,67,0,37,15,0,4,7,5,28,15,3,10,14,21,14,16,50,30,30,3,44,11,25,13,27,19,31,9,6,31,32,5,0,7,31,14,12,20,24
Hrvatska,HR0,Hrvatska,19,19,7,8,17,27,14,7,27,7,19,17,27,23,15,14,4,33,47,58,27,21,3,22,25,38,11,41,70,49,19,13,18,48,40,54,21,17,41,41,26,40,45,16,15,18,20,32,8,48,29,21,71,23,9,42,6,32,41,30,19,9,42,14,24,46,26,27,11,18,62,9,42,51,53,15,28,10,38,9,17,27,55,24,43,60,22,13,42,21,52,9,7,10,41
Makroregion południowo-zachodni,PL5,Makroregion południowo-zachodni,4,16,0,7,3,3,0,4,0,11,0,17,7,7,17,9,0,15,12,9,16,7,3,4,3,14,3,17,25,20,3,5,8,18,10,20,11,7,8,0,10,12,17,9,11,9,3,17,3,7,15,11,3,7,6,9,3,11,14,11,7,8,9,10,15,9,8,15,0,21,4,3,5,30,28,9,9,0,12,9,20,0,19,3,3,23,4,3,3,10,6,6,8,0,34
"Nisia Aigaiou, Kriti",EL4,"Νησιά Αιγαίου, Κρήτη",15,18,10,7,45,11,7,11,21,7,22,8,21,24,13,42,24,63,52,61,19,43,9,47,33,44,22,36,79,53,38,25,68,26,8,34,64,49,53,59,58,38,77,40,12,58,61,19,45,42,29,34,80,66,47,62,59,47,56,56,35,47,51,23,10,55,63,27,11,40,46,18,37,33,43,19,61,25,61,27,32,31,57,57,45,55,14,46,68,21,22,50,43,11,15
Severna Makedonija,MK0,Северна Македонија,24,15,7,3,18,12,4,6,19,9,9,4,9,13,9,10,5,18,15,30,12,21,6,27,18,30,8,25,24,31,25,10,7,23,3,25,13,12,46,36,26,8,29,18,12,21,6,13,12,13,18,7,16,4,21,12,9,9,6,17,25,20,20,5,7,22,21,13,4,15,18,7,25,35,14,17,17,11,27,13,11,17,20,19,28,15,3,8,30,20,24,12,7,7,17
Rheinland-Pfalz,DEB,Rheinland-Pfalz,3,20,3,8,3,4,3,0,8,11,8,10,12,6,16,16,0,11,6,3,25,4,5,8,3,16,5,11,12,23,0,4,15,17,23,25,5,7,10,4,6,20,6,3,11,14,0,23,3,8,3,11,4,9,0,5,20,3,5,9,4,3,5,3,30,4,4,11,0,19,8,3,18,41,31,3,6,4,12,14,18,0,14,7,0,32,22,4,0,3,11,7,6,8,23
Provence-Alpes-Côte d’Azur,FRL,Provence-Alpes-Côte d’Azur,18,10,19,16,12,18,6,12,30,14,28,13,15,20,28,16,7,24,37,17,37,20,7,28,18,52,26,59,47,41,23,15,13,50,25,47,8,20,51,30,26,51,47,30,12,30,11,40,10,22,23,29,19,21,9,24,25,21,13,22,26,18,17,18,36,39,27,20,4,17,44,14,37,65,49,14,30,7,27,12,22,17,29,21,16,33,29,18,13,9,38,20,18,28,37
Östra Sverige,SE1,Östra Sverige,0,11,3,8,5,3,9,0,0,14,6,10,15,6,6,13,13,18,13,3,18,5,6,5,7,13,8,5,30,14,9,20,11,10,7,19,21,14,14,25,9,25,32,12,15,34,27,14,7,3,6,8,19,17,20,26,17,14,6,5,10,11,11,28,23,12,16,12,3,41,40,7,16,17,45,7,22,3,7,19,39,0,26,22,4,32,19,19,9,22,6,0,6,16,13
Mecklenburg-Vorpommern,DE8,Mecklenburg-Vorpommern,3,16,0,9,0,3,3,0,0,6,3,11,10,6,17,8,4,14,11,0,15,4,3,0,3,6,0,3,22,20,3,8,12,7,6,13,10,8,8,3,4,14,9,10,14,7,3,12,0,6,4,10,0,13,3,9,11,4,10,9,3,6,3,12,14,0,3,9,0,19,8,0,13,30,20,6,14,3,10,11,21,0,17,3,0,9,9,4,5,8,4,6,7,0,17
Södra Sverige,SE2,Södra Sverige,0,18,4,8,8,9,8,6,3,20,19,17,31,17,18,29,23,16,35,7,32,5,30,16,6,22,10,14,50,21,10,42,23,18,8,40,50,30,39,44,47,51,52,32,25,71,61,23,14,19,13,15,32,34,58,40,37,48,13,12,17,11,30,64,59,45,31,18,10,59,73,20,31,40,79,14,43,11,35,25,50,13,67,35,4,53,23,53,10,14,47,6,26,11,38
Occitanie,FRJ,Occitanie,14,12,15,15,10,10,4,8,17,6,21,15,12,17,26,20,3,12,35,11,19,25,17,21,14,45,18,49,29,30,15,9,15,32,19,26,6,21,13,19,20,28,34,9,18,16,13,39,11,22,19,22,16,17,3,29,16,11,12,30,16,34,19,16,29,32,18,19,10,10,24,10,26,54,35,6,29,7,25,13,29,11,24,16,11,27,26,8,6,9,34,11,15,21,14
Serbia - jug,RS2,Србија - југ,22,10,9,3,12,7,3,6,15,8,7,11,9,9,3,5,6,17,14,24,16,17,4,23,21,15,9,32,19,31,13,4,11,27,8,19,8,9,40,26,20,9,29,19,9,15,9,7,10,13,17,8,12,4,16,4,5,17,6,16,18,14,20,9,7,20,15,14,0,16,16,7,28,38,25,16,16,8,19,13,8,16,20,21,22,20,3,8,27,8,23,15,6,3,30
Norge,NO0,Norge,46,32,10,18,14,50,19,31,12,15,26,50,22,29,25,24,46,16,55,35,32,21,41,31,11,31,42,19,33,17,23,53,41,48,6,45,43,35,42,54,40,41,85,34,32,58,46,52,40,38,24,45,43,76,66,35,51,59,40,24,18,37,28,41,48,23,32,25,26,40,48,28,29,46,62,12,64,37,54,24,39,10,64,51,6,31,26,77,64,33,39,24,52,29,8
Macroregiunea Doi,RO2,Macroregiunea Doi,15,4,8,5,14,8,3,6,16,11,7,6,7,11,3,4,12,17,18,27,21,24,3,14,19,14,9,29,19,24,11,8,7,18,12,27,16,12,38,22,37,13,21,14,11,21,9,9,9,11,14,8,17,6,24,4,3,23,10,15,24,23,7,26,22,27,17,30,0,20,12,16,14,38,18,16,8,8,12,11,30,15,15,17,23,22,6,7,12,7,15,6,3,0,30
Noord-Nederland,NL1,Noord-Nederland,0,11,6,7,6,8,3,3,0,0,3,3,8,8,3,21,0,8,8,4,14,0,18,11,0,11,0,0,17,16,0,9,11,6,20,15,5,5,5,3,4,15,17,13,10,17,0,19,0,5,0,3,3,4,0,3,31,5,9,8,3,3,4,5,33,8,4,12,0,18,10,0,9,17,34,0,30,3,12,15,15,0,24,7,8,20,15,3,0,6,10,3,6,9,16
Nord-Ovest,ITC,Nord-Ovest,19,12,16,14,9,20,7,7,37,13,29,14,15,23,28,27,4,29,41,17,32,21,6,15,21,58,27,52,54,49,28,13,17,37,19,38,9,19,60,28,30,34,49,28,13,29,15,48,11,25,23,31,21,21,7,35,27,26,8,25,21,12,23,17,40,46,22,23,4,24,37,15,26,59,53,12,33,7,33,10,20,18,21,16,17,41,29,16,16,10,34,16,14,34,33
