NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Makroregion północny,PL6,Makroregion północny,0,18,0,8,4,13,0,3,3,16,7,9,8,9,17,16,0,17,19,6,15,7,17,3,4,10,4,9,39,20,6,6,7,9,16,25,36,8,33,7,23,31,37,11,14,30,40,8,4,8,3,11,16,18,44,25,29,27,15,3,8,14,26,50,23,27,26,15,13,19,51,14,10,32,62,9,13,7,6,12,29,10,53,14,0,65,17,28,0,8,11,3,16,0,24
London,UKI,London,0,6,5,0,4,0,4,3,0,0,7,0,6,0,3,15,0,10,3,0,17,3,6,10,3,9,4,6,0,7,0,5,5,0,23,5,0,4,0,0,0,11,4,0,7,9,0,17,0,0,0,6,4,7,0,0,27,0,8,6,0,4,3,0,36,0,0,3,0,15,4,0,17,20,17,0,14,0,4,6,14,8,3,0,0,14,25,0,0,4,6,0,9,13,4
Dunántúl,HU2,Dunántúl,12,12,0,0,3,7,3,3,15,6,7,17,6,10,14,5,3,18,22,24,25,12,0,21,13,22,12,35,21,33,10,4,16,36,9,17,4,10,26,15,11,15,28,17,13,10,9,18,0,10,12,14,5,3,4,15,7,15,10,13,12,9,17,10,18,11,11,17,0,15,16,3,24,47,37,15,16,7,14,13,10,3,31,14,19,23,7,0,7,7,22,6,7,3,35
Crna Gora,ME0,Црна Гора,18,19,6,6,17,20,4,10,28,7,11,10,8,15,7,10,6,23,14,28,21,22,4,31,28,37,11,32,22,38,15,7,14,24,9,34,4,12,37,34,27,8,43,15,9,18,6,24,9,18,16,15,12,6,13,15,5,16,9,15,21,10,22,13,11,25,31,8,0,17,35,6,25,47,35,15,18,9,24,11,9,14,18,25,29,21,7,6,25,17,27,9,6,8,27
Makroregion województwo mazowieckie,PL9,Makroregion województwo mazowieckie,0,20,0,0,9,0,0,4,3,15,0,14,6,9,16,3,3,13,20,3,7,6,8,3,8,8,0,10,32,19,3,3,7,13,9,15,6,4,29,0,12,11,10,10,8,11,7,7,3,6,11,11,8,8,3,6,0,14,17,6,6,10,6,9,13,6,13,15,0,16,7,0,8,27,18,12,4,0,6,6,28,0,19,6,0,15,0,0,0,13,0,3,4,0,26
Corse,FRM,Corse,13,3,6,7,13,8,6,9,14,6,17,3,7,11,11,10,0,19,40,13,45,12,0,10,4,24,4,38,27,44,9,9,11,32,39,44,10,14,29,23,17,54,32,17,14,14,6,51,3,16,23,17,49,15,8,21,20,6,30,14,15,11,8,10,16,22,8,22,4,12,47,8,39,47,39,6,20,6,23,6,9,9,30,12,15,32,14,8,13,9,44,14,5,14,27
Comunidad de Madrid,ES3,Comunidad de Madrid,14,8,23,12,7,13,3,10,9,4,24,12,16,8,32,8,11,3,23,9,8,7,14,18,31,42,20,19,17,13,13,11,7,28,15,6,7,8,4,16,7,26,17,10,9,7,27,29,16,20,13,29,14,10,13,20,4,12,11,18,16,16,11,26,21,16,25,13,9,15,29,17,26,34,12,11,18,3,9,0,3,13,11,34,6,6,15,7,3,8,23,7,15,19,9
Yugozapadna i Yuzhna tsentralna Bulgaria,BG4,Югозападна и Южна централна България,26,16,14,4,20,6,0,15,12,11,9,6,11,12,4,7,7,29,16,26,12,31,7,28,14,20,9,35,27,18,23,6,9,14,6,35,18,14,52,37,39,8,34,16,27,33,8,15,15,12,21,7,18,7,48,8,10,17,3,18,50,43,17,18,6,29,16,16,3,17,15,25,22,36,17,22,14,10,29,12,22,19,17,21,34,22,5,8,50,7,24,16,8,5,31
Vlaams Gewest,BE2,Vlaams Gewest,0,19,8,6,6,3,0,4,0,3,6,3,8,6,6,12,0,8,5,3,17,0,9,3,0,13,4,6,7,16,0,5,12,10,22,16,0,4,4,3,0,16,4,7,11,20,3,22,0,5,0,4,4,8,0,0,25,4,11,9,0,3,4,0,29,3,3,6,0,20,6,0,18,20,22,0,10,0,5,15,16,3,5,0,0,24,19,3,0,3,6,3,10,11,16
Westösterreich,AT3,Westösterreich,12,12,7,8,8,28,3,4,26,11,18,19,7,7,13,10,6,28,16,12,26,9,6,12,9,18,8,49,28,48,9,15,19,30,18,52,29,11,17,15,19,17,38,22,14,33,6,30,6,14,36,9,12,20,12,29,24,17,10,18,12,17,20,11,36,29,18,22,0,12,13,5,20,54,42,18,22,6,23,13,18,10,25,15,9,45,36,6,8,12,30,11,11,9,27
Attiki,EL3,Αττική,12,17,11,10,48,8,3,4,23,5,22,11,16,23,10,18,16,74,62,64,19,53,6,41,35,47,16,20,68,34,28,10,73,29,9,37,58,62,38,67,60,39,74,50,16,57,44,16,31,36,35,33,85,52,44,48,34,41,46,50,32,45,27,16,11,43,65,30,15,43,33,17,30,27,55,27,55,31,70,33,31,30,61,64,41,46,20,41,56,21,29,48,30,16,13
East of England,UKH,East of England,3,4,7,12,7,3,6,3,0,0,7,3,8,3,6,15,0,12,4,4,19,6,10,12,7,8,4,7,7,14,0,5,6,4,23,18,0,5,4,0,3,16,8,9,7,16,0,23,0,6,0,6,7,8,0,10,28,5,11,8,3,7,7,3,36,3,0,11,0,17,7,3,17,26,33,3,16,3,8,11,11,9,8,0,0,15,27,3,0,4,7,4,13,15,9
Nordrhein-Westfalen,DEA,Nordrhein-Westfalen,3,22,6,9,4,3,0,0,5,3,6,3,12,7,14,16,0,8,0,3,18,5,8,4,4,15,5,6,17,20,0,7,14,16,16,27,5,5,8,4,4,18,3,5,12,13,0,25,3,8,0,8,4,9,0,3,15,0,9,9,3,4,4,6,30,3,4,9,0,20,10,3,19,29,30,3,3,0,12,17,18,0,14,3,0,25,19,3,0,5,6,7,7,7,17
North West (England),UKD,North West (England),0,4,6,0,6,4,5,4,0,6,6,0,5,6,7,13,0,6,5,3,5,3,10,7,3,4,3,4,3,3,0,8,8,3,19,8,3,6,8,3,3,14,15,4,7,20,6,18,0,7,0,5,6,4,3,3,25,0,7,14,0,4,4,3,22,4,3,5,3,19,3,4,20,7,21,0,24,6,3,10,15,3,4,3,8,9,14,5,0,3,3,0,6,13,6
Eesti,EE0,Eesti,0,15,4,6,21,4,0,6,0,39,23,32,22,12,14,4,45,16,29,3,15,7,10,3,6,12,23,15,53,6,23,29,6,10,6,44,41,36,51,45,68,22,47,22,16,80,56,0,13,28,13,12,46,38,70,45,35,34,11,3,10,7,53,72,39,30,29,4,4,41,65,28,29,41,78,9,35,29,7,22,42,11,57,52,0,55,3,62,13,11,30,4,5,4,12
Hessen,DE7,Hessen,3,23,6,9,3,4,0,0,7,7,4,10,11,3,17,11,0,11,5,5,26,5,3,8,0,17,4,14,24,24,0,4,16,19,20,33,6,7,5,3,6,18,6,3,12,11,0,22,3,6,6,10,4,9,0,0,18,3,7,12,4,4,5,6,30,4,4,11,0,23,7,3,17,37,36,3,6,4,11,13,18,3,9,6,0,28,18,3,0,4,10,7,6,7,22
Makroregion południowy,PL2,Makroregion południowy,6,11,0,3,3,4,3,5,11,12,0,17,7,7,14,0,4,17,17,11,20,11,3,8,9,9,3,16,29,31,6,3,8,20,9,20,9,7,25,0,10,13,18,9,9,6,3,19,3,6,16,11,5,8,6,7,3,13,18,10,8,9,10,11,10,8,11,15,0,13,13,4,11,31,33,14,6,0,12,9,23,0,17,9,4,24,0,0,3,7,8,3,3,0,32
Malta,MT0,Malta,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,7,0,0,0,0,0,0,0,3,15,0,5,0,0,14,6,0,4,0,4,11,3,7,9,0,5,3,0,3,0,16,3,0,5,4,3,9,4,6,8,12,5,10,3,3,3,3,0,4,0,0,0,3,0,0,7,3,9,0,0,0,0,7,15,0,4,17,0,0,3,3,6,3,3,3,3
Manner-Suomi,FI1,Manner-Suomi,18,17,11,17,24,20,8,22,5,51,60,57,29,19,23,36,64,12,64,27,46,18,18,26,6,64,36,16,53,13,25,64,52,31,6,78,58,41,80,87,89,65,69,22,58,86,58,19,32,50,17,29,53,87,87,61,59,79,24,42,13,13,65,74,84,47,49,21,18,62,79,57,61,62,82,13,60,57,49,43,67,29,78,74,7,52,45,75,67,69,64,18,31,17,28
Hamburg,DE6,Hamburg,0,11,0,8,0,3,0,0,0,0,3,4,4,5,15,14,0,6,4,0,11,0,3,6,0,6,0,3,22,14,0,5,10,7,7,20,5,5,5,6,0,12,13,0,10,17,0,15,0,3,0,7,0,3,0,0,16,0,7,9,3,10,0,8,18,4,5,3,0,17,8,3,3,20,33,0,24,0,7,3,16,0,17,4,0,13,8,4,0,3,3,3,4,9,18
Luxembourg,LU0,Luxembourg,0,19,3,3,3,3,3,0,4,7,3,3,9,0,8,14,0,10,3,0,18,3,4,8,3,6,4,11,9,23,0,4,15,12,17,14,3,4,7,3,3,17,6,0,12,14,0,23,3,3,0,11,4,8,0,3,25,0,0,8,0,0,4,0,28,4,3,6,0,17,8,3,13,31,30,0,0,0,11,10,15,0,8,6,0,21,23,0,0,0,11,6,4,10,16
Macroregiunea Unu,RO1,Macroregiunea Unu,10,9,3,3,14,4,5,4,25,13,3,11,14,8,7,6,9,20,20,22,16,22,3,14,21,23,6,32,21,32,11,3,12,29,7,20,11,9,34,13,22,10,22,15,13,13,10,17,3,8,11,11,11,10,12,13,6,17,17,9,13,17,19,13,17,18,18,31,0,15,19,11,25,48,33,13,15,7,14,8,31,11,24,21,18,30,6,6,10,10,27,10,3,3,38
Kentriki Elláda,EL6,Κεντρική Ελλάδα,17,19,11,11,25,16,9,13,15,10,16,9,17,14,10,10,17,26,17,41,19,26,12,33,21,48,15,23,30,43,20,11,18,31,12,31,19,20,41,40,28,15,41,16,15,29,6,16,17,26,24,19,37,13,33,16,17,14,9,31,31,21,13,9,5,30,31,19,6,14,38,10,20,31,12,20,18,16,27,22,15,19,27,28,38,24,4,10,25,20,30,20,9,14,33
Voreia Elláda,EL5,Βόρεια Ελλάδα,24,16,11,8,21,12,8,10,13,9,13,16,11,12,13,11,10,19,16,47,17,41,7,32,28,32,15,27,39,24,22,13,11,24,10,37,29,18,48,39,36,12,57,17,19,29,6,20,20,23,31,9,43,11,38,18,8,18,4,28,29,22,18,14,9,32,46,16,6,15,23,8,24,34,17,18,20,17,38,18,22,19,22,28,36,15,4,16,36,18,20,17,11,11,20
Sachsen-Anhalt,DEE,Sachsen-Anhalt,0,24,5,8,3,3,0,0,0,3,3,15,8,6,16,10,0,16,8,5,23,3,3,3,0,12,0,3,21,18,0,6,14,12,12,19,9,7,5,0,4,13,3,9,10,7,0,15,0,7,0,7,4,7,0,6,7,3,11,10,3,4,3,7,20,3,4,8,0,19,7,3,9,28,31,6,3,3,11,5,14,0,11,0,0,21,14,5,0,4,3,6,7,0,20
Åland,FI2,Åland,0,3,0,6,27,9,12,10,0,38,29,36,40,11,21,33,54,20,43,13,35,0,23,0,10,41,37,12,57,0,16,56,21,29,5,55,54,46,63,73,81,58,61,19,44,75,63,7,26,48,13,20,54,75,75,54,41,66,14,18,17,9,63,72,81,56,46,21,6,77,76,39,41,48,81,14,60,31,37,28,58,13,73,70,0,63,22,70,50,47,46,14,25,7,39
Danmark,DK0,Danmark,3,12,0,9,6,6,4,4,0,5,7,4,10,7,14,11,5,14,8,4,13,4,8,10,3,8,0,3,31,16,4,7,13,7,9,17,21,4,19,10,16,26,49,17,13,31,11,18,0,5,4,8,7,16,21,26,24,10,12,9,3,21,6,21,39,10,12,13,6,34,23,4,23,25,61,6,32,7,11,17,35,6,35,6,0,19,11,15,4,8,10,0,8,6,16
Makroregion wschodni,PL8,Makroregion wschodni,3,16,0,0,9,3,0,4,11,16,3,11,7,10,15,3,4,17,21,10,14,9,6,6,8,8,3,19,31,32,6,0,7,19,12,20,10,9,30,0,15,8,17,13,12,13,9,15,3,3,13,10,9,10,6,10,0,13,19,7,10,20,6,14,10,7,16,21,0,16,15,3,13,30,22,14,5,0,7,9,31,3,23,6,4,21,0,7,3,18,8,4,0,0,29
Macroregiunea Patru,RO4,Macroregiunea Patru,24,10,7,0,15,4,5,11,21,13,5,11,11,9,3,3,5,20,15,25,19,25,4,24,28,22,6,36,19,33,15,6,13,30,10,24,11,13,43,25,23,12,29,18,13,19,11,15,10,14,23,14,17,9,23,8,4,18,11,16,18,14,20,11,14,25,18,28,0,21,18,11,30,50,32,15,16,8,17,10,19,13,20,22,23,25,4,8,21,10,29,17,3,3,39
Isole,ITG,Isole,17,18,9,8,19,17,9,14,13,9,11,14,10,17,10,15,8,19,33,28,29,22,7,18,13,26,14,38,51,41,25,9,12,33,28,30,16,35,26,37,26,45,61,19,20,22,9,32,15,32,23,20,76,38,23,34,18,13,37,38,13,22,15,13,20,33,22,16,18,16,23,12,31,37,31,18,22,14,27,16,15,28,48,16,36,46,22,10,35,23,48,17,15,14,33
Severna i Yugoiztochna Bulgaria,BG3,Северна и Югоизточна България,26,11,13,5,15,7,0,6,14,15,8,10,8,14,6,7,10,16,19,25,16,25,6,26,16,13,10,35,21,19,15,3,11,23,10,23,21,12,37,34,34,8,25,15,10,20,9,14,17,13,23,8,18,6,33,8,9,20,6,25,29,19,10,10,6,28,12,20,3,13,17,13,28,32,11,14,13,10,17,12,27,16,16,18,30,12,8,9,25,8,26,19,6,6,28
Noreste,ES2,Noreste,22,12,20,17,9,11,0,13,16,9,24,13,13,16,26,9,7,15,35,11,19,18,21,28,16,52,26,48,24,24,17,13,17,34,11,29,8,14,13,24,15,28,38,11,12,17,22,33,10,24,20,21,17,16,5,28,20,11,10,27,17,32,16,16,28,26,27,7,9,14,26,21,30,49,27,8,29,7,21,8,12,14,26,25,7,25,21,13,3,12,32,10,15,20,17
Auvergne-Rhône-Alpes,FRK,Auvergne-Rhône-Alpes,13,11,18,15,6,18,3,4,20,11,24,22,13,16,31,16,3,25,34,7,29,17,7,15,14,32,21,48,31,41,16,11,13,33,17,56,17,19,15,15,18,22,54,35,18,33,6,36,10,21,25,15,11,16,3,16,24,10,15,18,18,25,14,9,38,29,16,18,3,14,23,8,28,58,42,15,24,7,22,12,15,11,39,18,13,44,38,9,4,12,38,15,20,21,23
Yorkshire and the Humber,UKE,Yorkshire and the Humber,0,6,8,0,7,4,5,4,0,3,7,0,6,6,3,17,0,10,5,0,10,3,9,10,6,6,3,6,9,8,0,6,5,3,19,9,0,0,7,3,3,18,13,4,8,15,7,20,0,7,0,5,7,7,0,0,23,4,7,11,0,5,4,7,29,4,3,3,6,18,3,0,17,11,28,3,14,6,5,16,14,3,6,3,6,12,21,4,0,4,6,4,6,13,10
West-Nederland,NL3,West-Nederland,3,11,6,8,7,7,5,4,4,3,3,3,8,8,6,21,0,10,3,7,17,0,15,10,3,19,4,9,9,16,0,11,12,5,22,15,4,5,8,4,0,12,7,7,12,19,3,23,4,6,0,3,6,7,3,3,25,5,13,10,0,3,4,3,29,10,3,7,0,20,10,0,10,23,31,0,22,6,11,15,19,3,17,4,6,20,17,3,0,8,7,3,9,11,17
Noroeste,ES1,Noroeste,6,5,15,11,9,0,11,21,6,15,25,4,4,14,24,10,9,6,16,5,29,19,26,19,25,27,11,27,8,12,13,10,10,14,14,9,4,18,9,6,5,29,13,10,18,0,30,20,17,3,9,30,16,15,3,11,28,4,21,15,12,13,6,15,15,16,11,25,13,15,27,9,29,26,17,8,9,6,12,4,17,7,3,20,3,19,33,7,4,18,20,17,11,23,21
Ireland,IE0,Ireland,4,6,8,7,9,6,12,10,4,7,14,4,6,10,11,18,9,8,7,4,5,16,24,7,9,5,4,9,4,7,5,14,9,3,22,12,8,7,12,0,10,26,26,18,7,19,4,21,7,11,0,3,12,4,3,5,56,0,14,16,0,16,3,6,27,7,3,6,7,20,3,8,30,7,24,3,39,14,11,6,12,8,6,5,13,20,13,7,0,4,6,0,8,17,9
Scotland,UKM,Scotland,3,27,8,3,12,45,17,9,0,17,36,30,20,14,13,28,10,24,9,38,22,7,63,42,10,20,7,13,37,30,8,43,33,11,19,25,37,8,16,44,15,45,83,40,41,25,7,67,27,40,14,34,31,13,27,8,64,47,32,33,5,30,4,35,59,12,10,8,20,30,41,19,73,24,69,3,59,45,47,27,45,5,67,22,16,42,60,64,6,14,31,3,42,44,12
East Midlands (England),UKF,East Midlands (England),3,6,7,3,7,3,6,3,0,6,7,0,7,3,3,12,0,12,8,0,13,3,13,10,4,8,3,4,6,11,0,7,5,3,22,8,0,6,5,3,3,17,7,4,7,15,7,25,0,7,0,3,7,9,0,0,31,4,12,11,0,6,4,7,33,4,3,5,3,19,6,0,20,14,26,0,14,4,7,14,12,0,4,3,3,16,24,3,0,4,8,4,6,11,8
Makroregion centralny,PL7,Makroregion centralny,3,17,0,0,0,0,0,4,7,13,0,16,7,6,17,3,4,17,16,9,11,6,7,3,8,9,0,11,30,29,3,4,8,19,9,16,8,7,25,0,6,14,11,9,9,9,4,17,3,6,12,12,5,3,3,8,0,12,17,6,6,14,3,9,9,8,12,16,0,15,9,0,13,29,22,12,4,0,9,3,27,0,19,3,0,21,0,0,0,7,3,0,3,0,30
Schleswig-Holstein,DEF,Schleswig-Holstein,0,13,0,9,0,3,4,3,0,0,3,6,8,7,15,12,0,10,6,4,14,0,8,7,4,11,0,3,21,16,3,6,13,7,9,13,10,7,14,0,3,13,13,13,12,10,0,15,0,4,3,7,5,9,3,4,20,3,11,8,3,7,3,7,15,0,8,7,6,21,7,4,7,20,23,6,33,4,8,11,19,0,16,8,0,10,9,4,4,6,4,6,7,4,19
Niedersachsen,DE9,Niedersachsen,4,20,3,9,4,7,3,3,3,3,4,6,11,6,16,16,0,13,6,4,19,3,9,6,0,12,0,3,23,18,0,8,15,14,14,19,6,6,9,3,4,13,16,11,12,19,0,20,0,7,0,8,6,12,0,3,15,4,14,9,3,5,4,8,27,9,7,12,0,18,7,3,9,27,32,3,21,3,11,10,15,0,17,3,3,23,16,3,0,5,7,3,6,7,18
Hauts-de-France,FRE,Hauts-de-France,0,15,8,6,7,3,4,4,4,9,7,3,7,6,10,14,0,18,4,3,21,5,14,4,3,10,6,9,8,24,0,8,16,12,26,19,0,6,4,3,0,21,8,4,13,18,3,26,0,0,0,6,4,7,0,8,32,0,10,8,3,3,6,3,34,4,4,7,0,23,10,3,23,28,26,4,16,0,11,11,14,6,4,3,3,26,23,3,0,4,20,6,9,12,14
Serbia - sever,RS1,Србија - север,11,5,8,0,10,5,0,3,16,7,3,12,6,5,0,6,5,16,9,21,16,8,0,18,14,15,10,27,15,28,6,4,16,30,6,16,4,6,29,20,16,10,21,17,12,10,6,8,0,9,9,15,8,7,12,13,3,14,7,12,14,11,19,8,7,17,18,14,0,17,12,6,23,37,31,14,11,7,17,8,9,6,26,19,17,10,0,3,13,6,22,10,3,3,30
