NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Mecklenburg-Vorpommern,DE8,Mecklenburg-Vorpommern,0,3,0,5,0,8,3,10,3,4,12,7,0,4,4,0,7,7,0,13,3,6,12,5,6,10,7,0,3,0,9,5,10,11,0,14,13,3,4,3,6,16,20,25,22,12,9,13,3,3,8,9,10,13,16,10,34,27,34,16,4,26,11,13,12,12,6,6,11,6,7,4,5,20,16,0,10,24,18,15,33,3,5,33,13,3,16,9,18,14,26,14,30,24,21
Södra Sverige,SE2,Södra Sverige,0,6,10,4,13,18,12,39,24,18,28,18,0,11,12,7,22,63,7,24,21,7,34,32,22,26,30,10,13,53,35,20,13,49,5,84,42,45,24,69,12,34,57,42,78,21,25,38,24,15,30,45,29,37,45,18,80,48,79,58,56,74,22,69,40,84,72,42,65,29,48,69,37,69,64,10,64,70,70,78,88,69,60,82,72,46,47,75,67,68,77,88,83,51,76
Occitanie,FRJ,Occitanie,7,15,7,15,0,12,21,8,7,17,35,9,19,7,13,18,27,16,24,20,10,13,22,26,21,18,12,54,37,12,26,14,43,58,41,11,44,27,32,19,34,40,37,18,31,20,23,37,28,54,29,16,44,26,33,28,34,57,28,43,20,18,34,53,24,43,12,26,33,54,48,46,44,42,54,65,35,53,52,55,70,50,43,55,52,48,60,43,55,48,56,45,40,41,43
Serbia - jug,RS2,Србија - југ,14,8,9,10,0,16,16,0,18,4,15,9,16,4,11,14,11,12,7,24,20,12,8,25,21,14,0,23,13,4,42,19,21,24,35,22,20,13,21,18,38,23,20,0,42,21,36,28,38,43,26,10,31,28,40,28,43,63,21,20,31,33,3,39,12,35,7,18,40,17,29,41,11,17,55,55,9,21,22,33,56,38,13,50,25,33,33,28,30,51,29,26,54,33,42
Norge,NO0,Norge,8,16,12,10,34,16,25,18,41,25,39,22,23,36,14,30,19,34,44,23,16,17,29,38,18,12,34,38,45,41,49,42,34,48,47,70,31,30,30,53,20,50,55,55,56,42,60,37,52,30,66,42,69,47,60,40,67,64,71,40,47,45,45,83,49,77,88,47,46,47,69,84,52,71,56,73,52,79,67,77,81,92,68,79,62,66,58,58,59,70,74,90,62,63,85
Macroregiunea Doi,RO2,Macroregiunea Doi,13,7,17,22,0,24,13,3,11,5,15,6,15,6,13,6,15,5,4,32,23,14,7,23,24,24,3,32,6,9,37,26,26,32,56,24,16,17,22,24,32,14,19,14,41,11,31,29,32,47,24,24,28,25,33,47,63,60,19,13,37,50,8,27,19,23,17,34,50,14,30,30,16,28,31,47,23,13,23,36,60,32,12,69,27,42,43,36,43,33,25,47,51,41,44
Noord-Nederland,NL1,Noord-Nederland,4,0,5,0,0,14,3,13,3,3,15,3,0,9,0,0,7,4,0,10,3,3,14,15,3,11,4,3,7,3,6,4,10,6,0,11,18,11,3,3,5,11,24,21,8,18,10,13,0,14,4,16,12,3,26,10,45,18,35,22,4,14,5,25,16,23,3,18,35,22,4,9,3,11,21,3,9,44,15,22,52,32,21,33,13,7,21,14,37,4,41,54,27,24,26
Nord-Ovest,ITC,Nord-Ovest,8,18,16,3,4,23,38,6,9,22,31,9,29,11,11,27,41,22,28,28,15,22,26,20,27,21,9,44,33,21,27,21,57,58,47,28,36,29,39,26,39,68,43,15,42,33,34,49,35,84,43,23,51,37,47,48,43,67,47,54,33,37,39,66,18,56,21,38,70,61,60,60,31,42,72,59,23,47,55,80,75,55,58,75,53,46,78,63,59,48,63,55,56,66,52
Makroregion północny,PL6,Makroregion północny,11,7,3,5,11,18,9,7,14,10,16,0,0,5,4,3,18,53,10,13,8,6,19,14,15,30,16,16,3,9,25,13,10,34,3,78,30,18,14,51,5,26,47,25,43,28,21,44,4,13,11,30,39,39,35,15,66,56,58,8,32,56,6,48,31,69,55,43,59,0,42,17,22,57,43,6,53,47,64,50,90,64,54,80,59,45,23,29,62,48,61,78,75,55,65
London,UKI,London,0,0,5,3,0,5,4,10,3,3,10,0,0,5,0,0,12,5,4,4,0,3,11,19,0,0,0,0,9,3,3,0,6,0,4,7,11,9,0,0,6,16,13,12,0,18,3,9,0,14,9,10,5,3,14,7,22,24,23,25,7,3,10,10,9,13,3,29,19,21,3,3,0,3,7,3,6,35,0,18,19,12,16,22,0,0,29,19,36,9,32,20,14,17,11
Dunántúl,HU2,Dunántúl,13,9,4,6,0,17,22,0,16,0,17,8,9,3,11,6,20,0,10,24,15,13,8,23,14,9,0,13,12,4,31,9,35,39,22,28,26,16,16,17,29,46,31,4,36,15,26,25,14,43,17,8,27,33,41,18,38,51,26,31,22,31,12,38,10,38,4,4,33,14,25,33,0,19,26,29,4,21,31,29,60,15,13,43,20,23,32,20,24,27,31,44,49,34,40
Crna Gora,ME0,Црна Гора,10,7,8,0,0,28,28,4,19,3,25,8,17,6,10,26,13,12,9,33,11,21,13,21,30,16,3,22,22,8,39,16,36,41,31,27,29,24,31,30,51,47,23,3,45,23,35,27,37,60,39,13,43,42,46,37,46,64,36,27,32,29,10,51,9,47,7,17,43,27,34,52,10,15,49,56,17,22,40,33,68,32,13,45,48,31,45,35,39,43,56,38,54,45,46
Makroregion województwo mazowieckie,PL9,Makroregion województwo mazowieckie,12,11,3,4,6,12,5,3,7,11,9,0,3,5,4,3,17,8,7,18,6,7,10,6,7,15,3,6,0,0,14,6,9,11,0,34,16,11,8,19,6,13,28,7,12,7,7,13,11,6,12,10,13,36,25,14,39,28,38,9,15,26,6,8,5,21,3,5,15,0,8,6,6,27,23,0,0,16,20,23,52,12,7,30,7,0,18,3,20,13,15,33,40,22,19
Corse,FRM,Corse,3,9,6,0,0,23,15,3,11,42,44,3,17,3,7,18,22,7,9,31,5,23,23,29,19,35,9,20,18,7,21,11,26,38,25,24,59,26,47,12,27,52,54,30,56,28,27,17,9,72,20,39,74,61,72,37,62,71,44,59,10,12,30,73,13,73,7,45,60,56,54,58,10,13,47,44,25,70,54,53,88,28,86,64,46,71,71,65,69,31,72,43,50,77,67
Comunidad de Madrid,ES3,Comunidad de Madrid,0,13,15,20,5,7,16,12,4,14,13,10,16,10,12,21,8,11,13,13,9,9,8,7,18,7,9,23,18,12,19,14,27,24,28,19,24,13,39,17,28,36,17,22,18,20,28,23,21,47,35,15,39,36,17,22,20,36,31,33,18,26,35,43,24,36,24,35,31,47,46,38,36,30,30,45,56,28,45,44,57,27,35,31,33,49,38,27,38,43,61,25,37,33,19
Yugozapadna i Yuzhna tsentralna Bulgaria,BG4,Югозападна и Южна централна България,12,9,15,19,0,17,14,0,25,5,15,7,14,7,15,23,6,14,16,32,22,8,8,24,38,15,3,39,17,12,53,32,36,64,54,21,35,30,57,27,59,20,26,40,65,20,46,35,53,44,35,22,45,49,55,82,57,71,46,38,59,68,43,41,48,58,38,38,75,27,55,58,69,53,73,67,53,45,32,46,69,61,17,81,64,58,76,59,58,60,63,34,69,58,70
Vlaams Gewest,BE2,Vlaams Gewest,3,0,3,3,0,11,0,16,5,3,18,0,0,6,0,0,14,5,6,15,3,3,12,19,3,6,3,4,9,8,6,0,11,3,3,12,14,14,3,0,0,13,22,12,6,13,7,4,0,14,10,11,5,7,22,12,32,25,27,19,3,10,10,18,10,13,5,18,17,16,3,4,0,8,8,11,4,39,9,22,35,9,20,25,9,3,27,10,25,12,31,29,15,27,20
Westösterreich,AT3,Westösterreich,11,14,9,9,0,25,16,6,19,3,42,7,9,7,8,6,27,8,18,20,12,12,15,36,21,19,7,30,32,8,52,11,31,49,31,20,46,23,29,12,37,57,36,19,53,25,31,43,29,40,26,31,44,37,54,41,56,64,31,34,40,44,25,51,18,43,14,29,49,36,36,51,24,49,35,42,7,51,40,43,76,45,43,65,52,49,55,48,47,41,52,56,49,54,44
Attiki,EL3,Αττική,17,24,7,9,18,20,12,14,34,7,44,13,9,18,16,30,5,23,51,57,24,11,44,57,19,15,9,28,40,51,69,52,61,69,46,63,57,33,53,45,49,55,49,38,65,33,69,47,81,80,67,51,87,48,67,64,79,87,78,64,86,89,48,82,30,52,80,36,78,60,38,84,64,64,91,78,83,70,81,86,69,88,84,83,87,59,89,69,54,79,78,92,82,76,83
East of England,UKH,East of England,4,0,8,3,3,10,6,11,4,9,13,3,0,9,6,0,15,7,6,6,3,3,17,21,3,4,4,0,9,4,10,3,9,5,4,7,14,9,6,3,7,18,20,16,9,24,3,12,0,14,3,10,9,9,16,7,26,23,31,27,10,10,15,20,7,13,3,35,22,25,15,11,4,10,15,8,6,33,9,17,27,13,15,34,5,4,28,18,34,12,36,26,22,22,17
Nordrhein-Westfalen,DEA,Nordrhein-Westfalen,4,0,3,3,0,12,4,11,4,6,20,0,0,9,0,3,16,4,4,16,4,4,10,19,3,10,3,6,10,4,9,5,15,10,3,15,16,10,4,6,5,17,22,21,8,15,7,9,3,21,11,11,8,14,27,10,36,31,32,24,6,11,13,15,6,13,3,15,16,11,6,6,4,12,15,4,3,45,12,23,39,7,11,28,6,7,29,12,18,15,25,17,27,24,17
North West (England),UKD,North West (England),0,0,7,5,4,10,6,12,6,8,15,5,0,5,4,0,7,4,6,4,4,0,16,15,0,3,0,0,3,0,9,3,8,3,4,8,10,9,3,6,0,12,21,17,3,15,4,12,0,9,0,5,9,3,11,13,18,9,34,12,3,7,4,12,12,17,3,13,11,23,6,8,3,4,18,7,4,38,7,8,11,21,10,19,6,0,23,10,13,3,23,11,18,7,21
Eesti,EE0,Eesti,7,6,3,6,23,7,10,27,11,8,15,6,3,50,12,15,11,68,9,14,14,3,41,22,24,28,36,11,8,44,48,10,13,64,6,91,62,23,26,76,18,43,54,33,64,19,31,15,45,3,33,35,11,36,31,21,75,39,86,46,69,60,12,47,47,79,81,28,49,0,63,60,57,58,52,11,60,60,71,80,78,88,58,72,57,46,46,50,57,85,73,89,79,57,77
Hessen,DE7,Hessen,4,4,3,4,0,19,5,11,3,7,24,0,0,6,0,4,18,4,4,16,6,4,12,17,6,14,4,3,7,6,13,5,16,13,3,15,17,11,7,4,4,29,24,18,9,19,10,5,4,21,10,10,8,19,37,10,41,33,37,28,8,15,14,24,3,12,3,16,15,15,13,9,6,13,9,4,0,49,9,22,47,10,10,39,6,16,32,18,22,12,24,19,21,30,20
Makroregion południowy,PL2,Makroregion południowy,13,10,3,3,0,18,4,0,9,4,12,6,3,6,8,0,20,0,4,20,7,12,3,16,10,11,3,12,6,0,17,6,11,12,0,17,18,9,7,14,16,13,25,8,23,15,12,17,18,12,18,11,22,26,37,17,44,38,31,16,20,24,7,13,14,20,4,9,18,0,15,13,5,26,20,8,3,27,18,20,57,7,11,31,7,6,23,9,16,23,20,35,42,23,25
Malta,MT0,Malta,0,4,0,0,0,3,0,0,5,4,0,0,0,0,4,3,4,0,6,10,0,0,6,11,0,0,3,3,0,0,3,15,8,4,8,4,10,3,14,4,6,7,3,0,29,18,12,6,8,9,0,8,29,14,39,7,25,40,12,20,0,12,3,30,6,21,12,4,25,5,10,27,3,16,25,26,7,29,3,19,58,14,36,42,21,32,31,38,15,7,22,12,28,36,35
Manner-Suomi,FI1,Manner-Suomi,7,9,15,8,21,13,20,31,25,14,33,9,10,43,14,34,59,66,21,23,23,13,43,37,61,57,46,19,66,69,69,19,33,80,28,92,68,44,37,91,35,48,78,58,82,68,63,34,79,28,80,44,56,62,67,47,86,81,87,79,91,78,43,87,55,89,92,73,57,67,90,92,74,66,69,59,77,55,82,83,86,88,88,76,91,67,64,72,77,86,76,90,88,78,92
Hamburg,DE6,Hamburg,0,0,0,0,0,15,6,10,7,0,15,0,0,3,0,0,9,3,0,14,0,3,17,11,4,12,3,0,4,0,3,5,5,6,0,20,18,12,0,3,5,10,30,25,19,12,4,10,0,7,0,14,6,10,39,8,44,22,33,19,3,17,7,36,9,33,4,3,22,12,12,8,6,21,28,0,15,46,38,19,67,37,23,52,14,8,23,7,26,16,37,47,27,24,46
Luxembourg,LU0,Luxembourg,3,4,0,0,0,10,3,6,0,6,21,0,0,6,0,3,17,4,4,4,0,3,9,19,0,6,3,8,9,3,6,0,12,6,3,13,17,8,7,0,3,22,25,16,3,9,7,4,0,23,8,7,3,14,30,8,37,31,32,29,3,12,15,21,7,13,0,14,15,18,8,7,3,7,9,4,4,52,7,28,39,8,8,31,10,15,34,23,22,8,25,19,16,28,17
Macroregiunea Unu,RO1,Macroregiunea Unu,16,11,7,19,3,19,14,0,19,9,17,7,11,3,11,3,19,7,4,24,15,13,6,26,21,32,3,26,3,6,37,21,22,22,33,34,16,12,26,23,32,26,22,10,31,13,30,25,29,43,19,20,30,34,42,31,50,54,32,16,32,38,3,21,15,30,8,15,41,10,29,23,10,24,39,25,10,15,24,30,59,13,9,52,27,22,29,20,36,36,28,50,58,35,45
Kentriki Elláda,EL6,Κεντρική Ελλάδα,17,13,13,13,6,40,20,6,28,8,23,12,17,11,15,27,6,17,15,40,21,13,21,19,29,17,3,18,29,18,42,31,33,31,56,22,38,20,36,27,40,27,28,13,52,26,48,33,52,72,43,27,61,55,59,39,56,73,33,36,30,48,11,60,21,64,28,20,40,36,43,53,31,31,61,61,30,34,25,54,74,53,32,67,61,46,42,62,45,44,57,59,63,77,59
Voreia Elláda,EL5,Βόρεια Ελλάδα,20,15,13,17,4,22,25,3,31,3,22,11,19,10,17,27,6,20,16,44,21,12,12,21,24,19,0,25,29,14,48,28,42,39,56,21,32,23,29,40,47,30,31,8,54,24,48,32,64,44,56,28,66,33,34,48,52,69,49,40,54,77,13,47,26,62,41,25,65,37,46,61,40,32,85,64,58,51,55,73,69,73,27,59,65,50,66,51,44,64,57,75,71,45,58
Sachsen-Anhalt,DEE,Sachsen-Anhalt,4,0,0,3,0,12,4,8,6,3,20,0,0,4,3,0,11,3,3,13,6,7,12,10,7,11,6,0,3,0,15,5,14,14,0,16,19,15,4,3,4,13,20,20,12,15,11,9,4,7,9,9,10,13,26,12,39,33,33,17,4,18,13,14,6,11,3,8,12,8,11,7,4,14,9,5,0,45,12,19,56,3,11,32,6,9,23,9,23,11,15,24,32,27,16
Åland,FI2,Åland,0,6,3,0,11,8,3,25,34,3,20,7,0,31,6,20,39,68,12,30,19,6,45,24,51,42,48,22,26,69,68,20,22,72,4,92,60,48,27,92,33,61,66,39,81,61,59,32,51,9,56,41,38,45,63,34,79,53,86,72,85,74,38,81,45,87,87,57,69,17,85,87,70,77,60,15,75,59,76,85,89,87,71,77,85,61,58,72,80,83,79,89,89,68,78
Danmark,DK0,Danmark,0,7,0,4,9,12,8,13,9,4,17,9,0,6,4,3,9,12,6,12,4,4,21,12,3,12,4,6,4,4,14,9,12,16,4,44,16,15,6,24,6,21,48,28,28,10,11,26,3,6,8,25,17,12,23,9,63,26,52,26,12,39,3,33,16,50,10,13,38,16,12,17,13,36,24,5,36,41,43,36,67,59,29,63,30,3,26,14,40,48,53,58,56,33,65
Makroregion wschodni,PL8,Makroregion wschodni,12,10,0,8,4,20,6,4,11,12,13,3,3,5,5,3,20,14,10,21,6,15,17,16,7,19,0,9,0,0,16,9,11,9,3,34,24,12,11,26,17,7,21,6,20,7,10,13,17,18,15,11,16,38,27,19,40,37,39,11,25,24,10,12,16,19,4,9,18,0,16,9,7,29,19,5,3,23,22,16,51,13,6,32,9,6,19,9,19,16,19,34,40,20,22
Macroregiunea Patru,RO4,Macroregiunea Patru,17,10,12,12,0,17,16,0,24,6,19,7,17,7,13,13,17,6,4,28,22,12,9,27,28,20,0,30,12,5,43,22,27,35,46,32,19,16,23,20,33,27,21,11,40,20,37,31,32,48,31,16,37,35,46,42,52,60,26,20,36,39,6,40,22,37,13,19,48,17,30,38,16,24,47,55,11,20,27,31,57,24,12,56,32,30,37,27,39,45,29,44,57,37,46
Isole,ITG,Isole,9,11,9,0,5,19,26,14,19,36,30,11,19,7,20,24,21,16,30,33,11,18,46,48,33,9,13,48,36,11,35,73,36,32,40,36,60,44,37,27,45,42,33,36,65,37,45,39,40,74,26,57,80,74,86,56,69,78,53,64,17,46,54,61,12,68,20,26,84,46,70,58,22,38,81,80,46,83,50,67,85,66,84,86,77,77,89,89,69,43,76,69,74,81,83
Severna i Yugoiztochna Bulgaria,BG3,Северна и Югоизточна България,9,10,19,18,3,24,13,0,15,6,11,5,16,8,13,22,4,14,9,35,20,9,8,22,26,18,0,22,13,11,47,23,26,24,58,21,21,17,18,20,33,22,21,10,40,16,40,38,39,38,33,22,30,23,23,38,45,63,15,21,30,45,6,38,13,38,25,16,47,14,36,42,17,33,50,61,21,22,25,36,55,29,18,51,28,32,37,32,29,39,29,28,52,31,37
Noreste,ES2,Noreste,3,15,13,17,0,13,35,6,7,19,28,12,17,15,12,26,20,15,23,19,7,10,31,26,20,21,12,49,31,12,23,14,43,51,39,16,43,33,38,14,36,45,31,19,31,28,27,40,29,57,36,15,49,37,38,27,35,63,24,32,19,20,37,55,22,42,21,29,32,55,50,41,46,43,52,55,51,47,53,59,66,47,38,51,46,50,57,44,55,52,63,44,51,45,35
Auvergne-Rhône-Alpes,FRK,Auvergne-Rhône-Alpes,9,11,11,14,0,25,18,6,7,12,40,8,19,7,17,16,28,17,13,18,10,18,18,42,26,28,7,33,24,14,22,9,30,67,35,10,46,24,39,8,40,49,39,16,60,33,25,42,19,46,25,43,43,40,44,46,49,65,40,49,36,44,26,50,6,34,19,31,55,49,38,45,40,53,31,46,16,63,44,49,81,57,38,74,55,45,67,43,53,42,70,56,43,43,56
Yorkshire and the Humber,UKE,Yorkshire and the Humber,3,0,5,5,6,7,4,13,0,6,17,5,0,10,3,0,10,4,3,7,3,4,15,14,0,7,3,0,7,3,14,3,8,8,5,7,10,7,3,3,8,9,16,16,7,13,6,12,0,9,3,7,7,3,15,8,17,11,32,13,6,10,7,7,15,13,6,22,9,16,12,15,7,10,14,6,8,23,10,18,22,18,11,19,8,3,15,18,23,7,38,14,21,13,18
West-Nederland,NL3,West-Nederland,3,0,4,0,0,16,0,20,3,4,19,3,0,8,0,0,14,4,4,15,0,0,26,20,3,11,4,5,6,4,6,4,10,5,3,13,18,11,3,3,0,13,24,22,6,15,8,9,0,11,6,16,10,3,24,13,34,24,34,22,0,17,10,22,17,18,3,15,18,12,7,6,3,8,20,7,5,41,13,20,43,22,19,26,12,7,24,15,25,4,37,35,23,22,26
Noroeste,ES1,Noroeste,9,13,10,24,3,6,11,20,7,38,25,3,13,14,10,3,20,14,8,11,11,7,9,15,12,15,9,21,8,10,10,7,23,12,16,13,13,26,20,10,21,16,28,27,18,20,24,15,4,20,12,21,26,17,22,19,28,30,10,37,13,10,25,45,21,31,25,45,49,55,21,17,28,19,31,22,42,53,28,35,30,3,82,18,17,36,31,34,40,21,50,52,21,29,14
Ireland,IE0,Ireland,0,0,14,4,13,9,9,33,9,6,16,12,3,9,4,8,3,8,6,8,6,3,20,14,0,3,0,16,8,10,8,7,10,0,6,6,13,17,5,9,8,8,24,19,17,18,4,27,4,17,7,11,12,7,12,12,9,12,31,18,12,28,13,23,17,25,5,28,19,47,7,17,8,14,36,8,22,50,30,16,13,33,35,27,11,15,19,17,20,24,50,39,23,44,42
Scotland,UKM,Scotland,3,6,10,12,35,13,12,37,33,9,39,23,6,37,7,30,12,9,4,20,23,5,28,20,3,3,3,7,13,34,35,43,16,20,11,27,19,22,4,57,19,19,59,59,44,22,66,41,36,39,60,24,41,22,29,12,53,22,54,37,20,78,42,89,59,82,87,26,48,70,60,60,50,66,57,17,30,83,50,38,66,89,40,77,62,53,66,59,67,70,71,84,71,78,90
East Midlands (England),UKF,East Midlands (England),3,0,8,5,3,7,6,11,0,8,17,0,0,10,3,0,13,8,3,7,3,4,14,14,0,6,3,3,6,0,14,0,12,4,4,7,14,9,7,0,6,10,17,16,3,13,3,10,0,9,3,7,6,3,14,8,28,18,30,22,5,9,6,14,13,12,3,31,12,20,11,11,3,10,13,7,6,37,10,17,26,14,12,19,6,7,26,18,23,4,34,18,21,15,16
Makroregion centralny,PL7,Makroregion centralny,12,10,7,5,0,15,4,6,5,9,12,0,3,4,5,0,20,4,4,20,9,7,6,10,9,17,3,6,3,0,14,6,7,10,0,21,9,12,11,19,6,13,30,5,24,8,6,15,14,7,12,10,13,30,30,18,42,30,38,14,16,25,9,4,9,20,3,7,13,0,12,10,5,26,23,0,3,33,17,18,55,5,12,28,6,0,18,6,18,16,20,30,42,19,24
Schleswig-Holstein,DEF,Schleswig-Holstein,0,3,0,3,0,10,6,10,4,3,15,3,0,4,3,0,7,5,3,11,3,4,13,9,6,11,3,0,3,3,10,5,9,6,3,18,9,8,0,6,7,18,15,27,19,9,9,13,0,3,3,14,10,13,12,10,45,21,30,21,4,22,7,15,15,20,3,4,17,12,5,4,9,15,16,0,7,38,17,17,32,17,15,44,21,0,24,11,25,11,38,33,36,24,20
Niedersachsen,DE9,Niedersachsen,4,3,5,4,3,13,3,9,3,6,15,3,0,4,3,0,15,4,0,17,6,4,18,13,3,11,7,4,7,0,10,5,14,12,3,14,15,12,4,3,6,15,25,26,17,17,11,10,0,12,6,14,10,13,27,10,38,30,35,20,6,21,16,29,12,18,3,7,27,11,10,6,5,16,21,3,10,43,17,25,49,30,10,40,10,4,21,18,22,11,31,41,31,27,36
Hauts-de-France,FRE,Hauts-de-France,0,0,4,0,0,11,6,20,3,12,18,0,0,5,6,0,20,4,6,18,0,4,13,26,0,7,3,8,10,9,6,3,17,9,4,14,16,12,3,0,4,20,21,22,3,12,8,13,0,24,9,14,9,9,29,10,37,32,25,25,6,10,15,24,14,16,7,29,23,33,4,7,4,11,14,12,6,43,8,29,39,8,23,26,11,4,38,20,29,13,35,28,24,27,24
Serbia - sever,RS1,Србија - север,14,6,3,3,0,13,16,0,19,3,18,7,14,0,9,10,12,4,3,22,12,7,6,25,15,11,0,16,10,3,30,12,23,27,22,28,13,14,11,15,29,30,18,0,35,12,29,21,30,38,19,6,23,31,41,20,30,56,25,15,28,25,6,28,6,32,3,6,33,10,24,32,0,10,31,43,6,14,21,26,54,21,7,35,18,27,30,17,27,35,22,33,56,35,43
