NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Shqipëria,AL0,Shqipëria,11,9,33,28,10,25,7,26,10,16,11,9,21,7,17,14,6,15,12,9,7,29,11,29,9,14,17,33,4,3,20,14,10,0,5,22,12,14,11,3,12,5,6,6,8,4,20,3,18,9,11,7,0,7,5,0,7,4,10,5,4,0,4,12,9,14,9,9,8,7,5,11,12,7,0,11,6,3,7,11,6,8,0,3,9,0,5,4,8,11,11,15,11,3,0
Bayern,DE2,Bayern,20,15,24,33,19,18,14,11,5,11,35,7,10,9,3,13,3,9,11,8,13,32,13,16,8,16,3,4,0,12,6,14,0,3,12,8,4,6,18,5,21,14,0,7,8,10,6,6,8,9,0,18,6,6,8,0,16,3,16,0,0,9,0,9,7,7,4,4,7,12,8,12,16,3,4,6,4,0,0,16,0,0,0,0,3,0,4,5,7,8,10,7,5,0,0
Sachsen,DED,Sachsen,18,15,26,35,18,9,11,7,3,10,35,4,11,9,6,18,3,8,10,8,7,27,10,12,9,13,9,4,0,0,8,9,0,0,9,3,10,3,15,7,20,14,0,4,7,7,7,0,3,8,0,15,0,8,6,0,15,0,11,3,0,6,0,5,3,4,8,3,5,4,3,10,10,3,0,6,0,4,0,7,0,0,0,0,3,0,0,3,7,3,11,7,7,3,0
North East (England),UKC,North East (England),17,3,4,6,28,0,3,8,5,3,12,0,10,0,7,7,4,10,0,0,5,11,6,5,3,3,4,0,0,0,0,3,0,0,12,0,0,4,6,3,0,0,0,10,0,0,4,0,4,0,4,0,0,3,4,3,7,0,0,3,0,3,0,4,0,0,6,0,5,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0
Este,ES5,Este,12,3,24,16,21,6,7,5,19,17,18,3,6,3,3,7,4,7,5,3,7,15,6,4,6,13,0,0,0,3,4,6,3,0,10,3,7,3,4,4,15,5,4,9,3,12,7,3,5,0,3,15,11,0,10,0,6,0,15,5,0,0,0,3,7,0,4,4,0,6,11,5,6,3,4,0,0,0,3,13,0,0,0,0,0,4,9,0,0,4,11,0,4,0,0
Sur,ES6,Sur,7,3,23,5,15,6,9,12,13,8,21,3,5,8,11,4,5,4,5,9,3,7,4,5,4,6,0,0,0,9,0,4,3,0,9,3,13,0,11,4,3,0,3,7,4,8,6,0,4,0,0,3,8,0,5,0,4,0,13,6,0,0,0,3,4,0,4,5,0,3,3,0,0,0,3,0,0,0,3,14,3,0,3,0,0,0,6,0,0,0,8,0,3,0,0
Grand Est,FRF,Grand Est,20,7,22,25,17,9,10,11,9,5,26,7,10,6,4,8,3,6,3,4,16,34,7,10,6,21,10,3,0,4,3,12,0,3,13,8,4,12,20,4,21,11,0,9,9,14,6,0,4,10,3,20,4,3,14,4,15,0,14,0,0,10,3,5,0,7,0,5,5,15,12,9,10,0,4,6,0,4,0,17,0,4,0,0,3,0,0,0,0,9,8,4,3,0,0
Makroregion północno-zachodni,PL4,Makroregion północno-zachodni,17,24,14,36,21,10,12,12,8,8,31,10,11,7,13,23,0,9,19,5,11,20,16,13,8,10,8,9,0,0,9,3,0,0,9,3,11,3,27,6,17,21,7,7,5,6,11,4,5,8,3,17,10,26,10,0,7,0,7,5,4,6,0,7,3,8,10,3,7,10,3,9,3,5,3,0,4,6,0,6,0,3,0,0,0,0,0,4,11,4,15,8,0,0,0
Oost-Nederland,NL2,Oost-Nederland,25,11,26,35,20,0,9,8,7,0,31,4,9,3,13,11,3,9,7,5,13,28,7,15,10,11,11,0,0,8,0,6,0,0,9,0,6,6,19,5,16,15,5,7,0,8,3,0,0,6,0,11,0,0,3,0,15,0,7,0,0,5,0,6,0,4,7,0,3,0,0,8,5,0,0,3,0,3,0,6,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0
Centro (IT),ITI,Centro (IT),12,4,16,35,15,7,11,17,12,13,18,9,17,9,0,11,4,3,8,4,9,26,6,6,9,11,6,12,0,4,7,7,3,0,7,4,3,8,16,3,10,4,6,10,8,3,9,4,10,6,0,11,7,11,11,0,7,0,14,3,3,3,4,5,6,4,6,6,8,6,10,8,14,7,9,5,3,0,0,18,0,0,0,3,3,0,3,4,5,13,7,22,6,4,0
Lietuva,LT0,Lietuva,10,27,13,28,20,15,4,14,6,13,26,3,13,9,15,21,3,15,31,8,10,15,13,3,6,0,6,19,0,0,6,0,0,0,7,8,8,3,28,12,15,10,11,8,10,4,7,0,3,14,3,20,17,28,13,0,3,0,0,3,0,9,0,11,3,5,13,0,9,9,4,9,4,4,0,0,0,4,4,7,3,10,0,0,3,0,4,0,0,3,11,11,3,0,11
Bremen,DE5,Bremen,10,8,16,20,15,0,3,7,6,0,33,0,0,3,8,12,0,4,0,9,8,24,0,0,7,4,0,0,0,3,0,0,0,0,0,0,7,3,16,3,18,6,3,0,0,5,6,0,4,3,0,6,0,0,3,0,12,0,4,0,0,3,0,3,0,4,7,0,3,0,0,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Centre — Val de Loire,FRB,Centre — Val de Loire,19,3,17,26,24,4,11,8,14,3,16,9,9,0,3,10,4,5,3,0,9,23,6,11,0,8,9,8,0,5,3,5,3,3,4,0,5,10,16,4,7,11,0,8,5,11,6,0,3,0,0,20,3,3,10,3,4,0,13,0,0,4,3,4,3,3,0,0,4,11,12,5,8,0,4,7,0,4,0,17,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0
Pays de la Loire,FRG,Pays de la Loire,16,0,16,24,25,8,10,9,15,3,12,8,10,4,4,8,0,5,0,0,9,21,6,12,3,8,9,7,0,5,6,3,0,0,7,3,5,11,14,4,6,12,0,7,6,10,5,0,3,0,0,18,6,3,8,0,5,0,15,0,0,3,4,0,3,3,3,0,3,8,12,5,8,0,0,7,0,3,0,10,0,0,0,0,0,0,7,0,3,0,4,3,0,0,0
South East (England),UKJ,South East (England),20,0,13,14,29,0,7,12,5,7,14,7,12,0,5,8,4,9,0,0,4,20,6,6,7,3,7,3,0,0,3,0,0,0,8,0,0,6,6,4,10,9,0,7,4,0,6,3,3,0,0,9,0,0,3,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0
Zuid-Nederland,NL4,Zuid-Nederland,21,7,26,30,19,0,8,8,8,0,16,5,4,4,10,11,3,9,7,4,8,27,6,15,6,11,11,0,0,6,0,10,0,0,11,0,5,7,18,4,15,13,4,8,0,5,6,0,0,6,0,7,0,0,5,0,11,0,7,0,0,7,0,6,0,4,3,0,4,6,5,9,7,0,3,3,0,4,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
Brandenburg,DE4,Brandenburg,19,18,15,37,18,6,10,7,3,7,38,7,10,6,9,19,0,7,10,5,9,25,17,10,7,13,7,4,0,0,8,6,0,0,10,0,11,3,21,5,20,19,7,6,0,8,8,0,3,5,0,12,4,13,7,0,14,0,7,3,0,5,0,3,3,4,10,0,5,4,3,8,6,3,3,3,3,0,0,6,0,3,0,0,0,0,0,4,7,4,14,8,3,3,0
West Midlands (England),UKG,West Midlands (England),20,6,18,13,28,0,8,13,10,3,14,5,12,0,7,10,4,9,0,0,6,17,5,6,3,3,8,3,0,0,3,0,0,0,5,0,0,4,7,0,10,4,0,5,3,3,7,0,6,0,0,9,0,0,3,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0
Sud,ITF,Sud,4,3,17,26,9,9,10,21,9,14,18,6,15,6,6,12,3,8,10,5,8,27,9,13,7,11,9,13,3,3,10,8,3,0,5,4,8,12,9,4,17,4,7,13,5,5,11,5,16,6,0,7,4,11,11,0,7,3,8,3,0,0,4,14,7,4,10,10,8,6,12,8,12,8,5,5,6,3,4,19,3,0,0,3,3,0,3,4,5,14,9,14,6,5,0
Schweiz/Suisse/Svizzera,CH0,Schweiz/Suisse/Svizzera,19,11,22,29,33,19,16,12,9,10,35,7,12,8,0,8,9,14,11,3,17,31,12,18,12,20,17,18,0,8,9,12,10,3,8,10,7,9,16,4,14,10,4,11,10,11,6,7,10,7,4,18,10,6,14,6,11,3,28,4,0,3,4,10,5,7,3,12,7,11,11,11,11,3,4,5,8,5,5,16,6,0,0,5,4,3,8,6,4,6,6,10,6,3,0
Ile-de-France,FR1,Ile-de-France,20,6,15,26,24,0,9,7,11,0,15,6,9,3,4,9,0,6,3,0,7,27,6,10,0,12,9,3,0,5,3,10,0,0,5,0,5,9,16,4,9,10,0,4,5,8,6,0,0,3,0,17,0,0,11,0,8,0,13,0,0,5,3,5,0,3,0,0,4,14,11,8,10,0,0,7,0,3,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
Macroregiunea Trei,RO3,Macroregiunea Trei,31,17,11,23,10,17,16,18,0,7,18,17,36,21,17,19,3,18,42,9,9,16,22,7,8,18,4,13,0,5,5,10,8,0,4,14,10,3,14,12,4,3,11,3,22,6,5,12,16,14,3,13,3,15,9,0,15,4,13,9,7,0,6,4,7,13,0,3,13,11,5,9,11,3,3,16,5,7,3,9,0,7,0,0,0,0,11,4,6,3,15,14,3,11,3
Northern Ireland,UKN,Northern Ireland,14,3,9,7,25,3,0,12,8,4,16,3,9,0,4,5,0,11,0,0,3,3,7,0,4,0,7,0,0,0,3,3,0,0,12,0,0,0,4,8,3,0,5,6,3,0,8,0,0,0,3,3,0,0,4,4,6,0,0,5,3,4,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Thüringen,DEG,Thüringen,20,13,25,38,27,10,11,7,3,6,32,5,8,8,4,12,3,6,8,9,7,30,11,11,10,14,3,0,0,9,0,13,0,0,10,3,0,4,16,5,24,13,3,6,3,7,4,0,3,8,0,15,0,3,3,0,13,0,12,0,0,9,0,6,0,3,5,0,5,6,3,11,10,3,0,3,0,3,0,10,0,0,0,0,3,0,5,3,7,4,10,3,7,0,0
Ostösterreich,AT1,Ostösterreich,22,14,20,31,12,11,8,7,0,11,21,7,12,5,6,21,0,12,14,5,14,31,10,18,11,17,3,9,0,3,8,0,0,0,7,7,4,4,14,3,25,9,0,7,7,5,8,0,6,5,0,12,5,13,10,0,9,0,10,3,3,4,6,6,7,8,5,0,8,12,7,10,13,3,0,5,3,3,0,13,0,0,0,0,0,0,12,5,8,9,18,9,3,3,0
Alföld és Észak,HU3,Alföld és Észak,25,12,3,29,13,9,9,20,3,8,19,14,33,7,12,23,4,22,37,4,6,11,23,8,4,14,4,6,0,0,7,0,5,0,4,6,8,5,9,5,10,7,0,9,6,7,9,3,8,9,0,7,0,15,5,0,7,3,15,3,7,0,5,7,4,12,8,6,6,11,0,7,13,3,0,14,4,9,3,13,0,0,0,0,0,0,12,4,5,13,15,10,6,3,0
Česko,CZ0,Česko,20,13,23,34,24,13,15,10,0,12,35,8,18,11,8,24,3,11,25,8,15,27,15,16,12,21,10,10,0,8,9,6,3,0,8,7,8,5,15,7,23,12,0,7,8,7,8,3,5,8,0,16,4,10,8,0,11,3,11,9,3,9,6,6,4,7,6,3,6,13,6,13,13,4,0,7,4,3,0,14,0,0,0,0,3,0,10,5,10,8,12,8,5,3,0
Nouvelle-Aquitaine,FRI,Nouvelle-Aquitaine,17,3,24,18,20,9,11,6,17,8,19,8,10,6,4,10,0,6,3,3,11,21,9,13,3,13,9,7,0,5,6,5,3,3,13,5,5,10,11,6,12,12,3,9,5,14,8,0,8,0,0,16,7,5,15,3,7,0,23,0,0,3,3,3,4,3,6,5,3,11,16,5,7,0,4,6,0,0,0,16,3,3,0,0,3,0,6,4,0,6,9,0,6,0,0
Bretagne,FRH,Bretagne,13,0,14,21,22,3,10,11,12,8,14,6,10,3,4,8,3,6,3,0,8,20,8,9,3,5,9,10,3,4,8,6,0,4,6,0,5,7,12,7,7,14,3,6,5,9,5,0,6,0,0,13,6,3,4,0,4,0,14,0,3,3,0,0,0,0,0,0,4,10,10,5,7,3,0,6,0,0,0,8,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0
Continente,PT1,Continente,7,0,18,6,13,3,4,5,11,4,10,0,7,4,7,4,4,12,5,7,7,7,4,0,4,6,4,0,0,5,4,9,0,3,5,6,6,8,4,3,3,4,0,0,4,4,3,0,0,0,0,3,8,3,9,6,3,0,3,6,0,0,0,0,4,0,5,0,0,3,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,4,0,3,5,6,0,4,0,3
Közép-Magyarország,HU1,Közép-Magyarország,22,11,5,26,10,8,3,12,0,6,13,12,33,3,8,21,0,15,25,0,3,8,24,6,4,16,0,3,0,0,4,0,0,0,4,3,5,0,7,5,7,6,0,6,6,0,8,0,7,9,0,5,0,11,4,0,6,3,11,0,3,0,4,7,0,9,6,3,5,8,0,4,11,0,0,12,0,9,0,14,0,0,0,0,0,0,13,4,5,13,18,7,0,0,0
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,21,10,9,27,12,0,8,8,8,0,10,4,4,0,5,8,0,6,3,0,3,18,5,11,0,7,8,0,0,4,0,8,0,0,6,0,5,7,13,4,12,11,0,3,0,0,0,0,0,6,0,4,0,0,0,3,4,0,6,0,0,6,0,6,0,3,0,0,3,0,6,8,8,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Slovensko,SK0,Slovensko,23,12,15,28,20,13,8,18,4,13,23,13,31,7,15,24,4,18,25,4,13,15,22,12,9,19,3,8,0,3,7,3,5,0,5,8,7,5,11,10,13,7,0,6,8,5,10,6,7,9,0,14,4,12,8,0,10,3,11,9,6,5,6,8,4,14,8,7,7,8,4,5,9,4,0,11,10,4,4,13,0,5,0,0,0,0,11,4,10,14,13,10,5,4,4
Berlin,DE3,Berlin,15,16,9,37,13,0,3,7,0,3,23,4,4,6,3,12,0,6,6,4,5,21,13,7,7,13,3,0,0,0,3,3,0,0,9,0,6,3,16,5,14,16,3,3,0,3,0,0,3,5,0,6,3,8,4,0,0,0,4,0,0,0,0,0,0,0,8,0,5,0,3,7,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,9,3,0,0,0
Slovenija,SI0,Slovenija,25,15,17,35,29,9,11,7,7,14,14,7,13,9,3,10,3,10,20,6,9,20,22,10,11,20,4,12,0,5,6,3,3,0,6,3,4,4,20,8,17,0,7,10,6,5,7,0,5,5,3,11,3,18,13,0,3,0,8,7,0,8,3,7,4,4,12,4,9,10,9,10,12,3,3,9,3,5,3,19,0,0,0,0,0,0,12,0,3,7,7,12,4,3,0
Wales,UKL,Wales,18,4,20,13,28,0,6,15,11,6,16,4,14,9,6,11,4,9,0,0,7,19,8,8,4,3,10,3,4,0,6,3,0,4,8,0,0,5,10,3,11,9,4,7,0,0,12,3,3,0,0,7,0,0,3,3,6,0,4,0,3,4,0,0,0,0,3,0,3,3,0,5,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,4,3,3,0,0,0,0,0
Région wallonne,BE3,Région wallonne,20,9,21,30,24,0,8,8,8,3,19,5,8,4,7,8,3,7,7,0,6,31,6,11,4,12,12,3,0,4,0,11,0,0,13,0,5,10,18,5,16,15,3,3,4,5,6,0,4,7,0,10,0,0,4,3,10,0,8,0,0,9,0,6,0,4,0,0,4,9,8,8,10,0,4,4,0,4,0,15,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0
Normandie,FRD,Normandie,19,6,16,24,25,3,9,12,12,6,14,9,10,10,7,9,4,6,3,0,9,25,6,9,5,11,9,6,3,5,6,8,0,3,5,0,5,8,20,7,15,14,0,6,4,7,6,0,3,3,0,17,3,3,7,3,5,0,13,0,3,7,3,4,0,0,0,0,4,7,11,5,8,0,3,10,0,3,0,7,0,0,0,0,3,0,3,0,0,3,5,0,0,0,0
Hrvatska,HR0,Hrvatska,27,8,18,34,13,11,11,12,9,19,15,11,19,12,10,14,7,17,31,6,9,26,21,9,11,19,4,15,0,5,15,5,3,0,6,6,4,10,17,8,15,3,4,13,7,3,11,0,10,10,0,7,3,15,11,0,7,3,15,3,4,0,4,7,6,9,12,3,9,10,10,9,13,3,4,11,4,8,0,18,0,0,0,0,3,0,12,3,8,11,16,20,15,7,0
Makroregion południowo-zachodni,PL5,Makroregion południowo-zachodni,17,16,24,34,27,6,11,10,0,9,26,5,11,11,7,21,0,6,16,7,12,17,15,13,9,12,7,4,0,0,9,0,3,0,6,3,8,0,13,7,17,11,0,3,4,6,5,3,5,8,0,14,0,11,10,0,13,0,8,4,0,6,0,7,4,6,8,0,6,11,3,11,9,4,0,4,0,6,0,9,0,3,0,0,0,0,0,4,11,4,16,7,3,3,0
"Nisia Aigaiou, Kriti",EL4,"Νησιά Αιγαίου, Κρήτη",3,11,13,6,3,12,4,19,0,10,4,6,9,0,7,11,8,12,3,0,0,13,0,10,3,10,12,6,0,0,6,3,3,0,0,14,6,6,0,6,0,0,3,4,6,3,5,3,6,6,3,5,0,0,0,4,0,0,3,8,0,0,0,3,3,14,8,3,3,0,4,3,4,0,0,0,4,0,3,9,0,3,0,0,3,0,3,0,4,5,4,3,3,3,0
Severna Makedonija,MK0,Северна Македонија,18,6,20,15,5,15,6,22,7,17,9,6,17,4,13,11,7,17,12,9,4,22,25,12,10,22,10,11,3,6,11,6,3,0,5,8,6,14,11,8,23,9,4,3,20,8,8,3,14,11,3,7,3,9,5,0,4,0,15,12,7,0,3,9,9,11,4,13,8,9,16,17,8,0,5,9,6,4,3,7,5,9,0,3,9,0,8,3,5,6,10,12,5,6,0
Rheinland-Pfalz,DEB,Rheinland-Pfalz,21,15,23,34,26,8,14,10,7,3,19,5,7,8,4,8,3,6,8,5,15,32,9,11,6,13,6,0,0,6,0,17,0,0,14,3,5,10,19,6,21,15,3,8,6,7,0,0,4,10,0,22,0,0,7,3,15,0,9,0,0,9,0,6,5,6,3,0,3,10,9,10,11,0,3,6,0,3,0,15,0,3,0,0,3,0,0,0,0,9,6,3,0,0,0
Provence-Alpes-Côte d’Azur,FRL,Provence-Alpes-Côte d’Azur,12,8,12,30,20,12,11,12,12,15,16,6,10,9,4,10,7,13,9,3,13,30,7,7,15,17,4,9,3,7,13,12,3,5,8,6,3,3,12,3,8,5,3,8,7,8,6,6,10,4,3,13,4,9,11,0,11,0,20,0,0,3,0,7,9,4,3,7,5,9,5,11,15,0,6,4,4,3,0,19,0,0,0,0,4,0,8,4,4,3,9,5,4,0,3
Östra Sverige,SE1,Östra Sverige,3,17,3,13,23,0,6,5,3,6,22,6,3,7,9,18,6,7,10,3,3,6,6,4,3,9,6,8,3,3,0,0,4,0,7,4,8,3,9,14,12,19,5,15,7,3,6,0,0,8,10,8,11,7,6,5,4,0,3,0,0,6,3,4,8,0,16,4,11,6,4,0,4,8,0,3,6,0,0,0,4,5,0,3,0,0,0,3,0,0,0,3,0,0,10
Mecklenburg-Vorpommern,DE8,Mecklenburg-Vorpommern,21,23,11,34,20,8,4,9,3,3,38,4,6,7,10,17,3,9,8,4,11,20,11,3,9,7,9,10,0,3,0,0,0,0,10,3,11,3,18,8,14,15,7,9,4,4,6,3,3,5,0,8,8,11,9,0,16,0,8,3,0,6,0,4,0,4,14,0,6,6,3,9,0,4,0,0,3,0,0,6,0,3,0,0,3,0,0,0,5,3,11,3,0,0,0
Södra Sverige,SE2,Södra Sverige,12,18,6,20,34,0,9,16,5,10,27,8,6,9,10,19,9,10,11,3,6,14,8,5,3,15,9,12,0,0,3,0,5,0,7,5,8,0,10,18,16,23,5,14,8,4,6,0,0,9,7,8,11,4,7,7,5,0,4,0,0,8,6,6,9,0,19,6,11,7,5,7,4,9,0,5,6,0,3,3,4,0,0,0,0,0,0,3,3,3,3,4,0,0,10
Occitanie,FRJ,Occitanie,10,4,34,21,19,7,10,4,17,18,14,0,11,8,4,10,4,7,6,3,9,19,10,9,7,15,8,6,0,3,7,9,3,0,10,7,8,6,11,3,15,6,4,9,5,11,8,0,9,4,3,14,12,3,14,0,7,0,17,0,0,4,0,4,6,6,13,4,4,10,14,7,4,4,4,3,0,0,6,16,3,0,0,0,3,3,13,5,3,7,7,3,7,0,0
Serbia - jug,RS2,Србија - југ,18,11,17,28,7,17,7,27,3,15,12,11,18,11,13,11,8,22,35,4,7,24,25,8,8,19,7,14,0,0,13,4,7,0,0,10,9,13,9,8,24,11,4,9,18,7,8,6,15,11,3,8,0,13,10,0,10,4,16,12,9,0,4,11,7,22,6,8,7,9,23,12,15,3,4,8,3,12,4,13,3,8,0,3,3,0,7,3,9,13,15,12,6,7,0
Norge,NO0,Norge,14,13,9,16,31,6,7,16,15,12,26,10,7,7,13,21,17,9,11,7,7,12,19,16,9,14,10,10,6,5,7,6,11,3,11,6,10,7,7,20,16,18,7,18,9,10,10,3,4,5,7,11,14,10,14,8,7,0,4,3,4,11,12,7,8,4,17,15,14,7,4,4,7,10,7,9,8,7,6,6,4,5,6,8,5,8,3,4,9,3,6,5,6,3,13
Macroregiunea Doi,RO2,Macroregiunea Doi,30,19,21,20,7,18,17,16,5,10,14,18,33,19,17,14,5,16,50,10,11,21,28,7,8,15,4,13,0,6,13,9,4,0,7,10,11,5,19,7,9,5,5,7,20,13,5,7,16,24,6,14,0,22,10,0,11,3,14,10,6,0,4,4,8,16,4,4,13,10,5,12,11,3,3,9,4,6,4,8,6,4,0,3,0,0,12,3,8,10,15,12,7,8,3
Noord-Nederland,NL1,Noord-Nederland,17,16,23,31,22,3,3,7,7,0,30,3,6,5,18,9,3,5,8,8,12,25,6,10,10,9,3,0,0,7,0,4,0,0,9,0,8,3,18,4,15,13,5,6,3,5,3,0,5,5,0,13,3,0,0,0,15,0,10,3,0,5,0,7,0,6,9,3,6,3,0,9,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4
Nord-Ovest,ITC,Nord-Ovest,16,9,18,37,40,12,12,18,17,15,20,12,16,9,8,11,9,15,19,4,14,27,9,12,13,22,8,12,3,9,6,11,7,4,9,8,9,3,14,0,16,8,4,7,11,17,8,8,8,7,3,19,9,8,9,3,22,0,26,4,0,4,4,8,9,8,4,4,13,8,13,13,17,3,4,9,4,6,4,17,3,0,0,4,6,3,8,4,5,4,10,11,6,3,0
