NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Makroregion północny,PL6,Makroregion północny,15,23,13,30,15,13,8,12,8,9,29,7,9,10,16,23,3,7,32,5,8,18,17,9,7,6,5,19,0,0,10,0,0,0,6,4,7,5,28,10,18,14,8,7,8,5,3,3,5,11,0,18,14,27,11,0,7,0,4,4,4,9,0,7,0,6,12,3,8,8,0,8,3,3,0,3,0,4,3,4,4,6,0,0,0,0,0,0,4,6,13,7,0,0,8
London,UKI,London,18,0,10,11,27,0,0,10,3,0,14,4,8,0,5,6,0,8,0,0,0,16,4,3,3,0,5,3,0,0,3,0,0,0,4,0,0,0,3,0,9,4,0,4,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Dunántúl,HU2,Dunántúl,24,13,12,28,11,10,11,6,5,7,12,11,24,4,8,20,3,16,20,3,6,21,21,12,8,22,0,8,0,0,7,0,3,0,4,0,4,4,12,3,13,4,0,10,6,5,8,0,8,10,0,6,0,14,6,0,10,0,17,3,3,3,4,9,3,10,6,3,5,7,6,7,11,0,0,10,0,9,0,13,0,0,0,0,0,0,13,4,8,12,16,13,4,0,0
Crna Gora,ME0,Црна Гора,14,4,14,15,8,14,11,18,5,15,15,3,14,9,13,12,5,16,13,9,7,23,14,10,9,11,14,17,3,0,12,5,3,0,5,7,4,11,13,6,18,4,6,9,12,6,11,3,11,6,3,4,0,8,4,0,7,7,8,5,6,0,3,10,9,9,7,8,9,5,4,11,11,0,0,11,7,3,5,14,3,3,0,3,3,0,4,0,6,11,7,12,5,3,0
Makroregion województwo mazowieckie,PL9,Makroregion województwo mazowieckie,14,21,8,26,23,15,8,8,3,9,29,10,18,9,15,21,0,9,30,4,10,16,21,9,6,6,4,13,0,0,9,3,0,0,4,3,7,0,22,7,19,7,7,4,6,5,3,3,3,9,0,18,9,24,11,0,6,0,3,0,3,9,0,3,0,5,7,0,7,12,0,10,4,0,0,0,3,4,3,7,0,0,0,0,0,0,5,0,5,4,11,10,0,0,5
Corse,FRM,Corse,6,7,15,28,15,4,10,9,9,12,13,3,12,4,0,10,0,3,6,3,11,18,7,6,4,7,3,7,0,3,4,6,0,3,5,6,0,0,6,0,7,0,3,8,5,4,9,0,4,5,0,8,14,6,7,0,3,0,15,0,0,0,3,3,0,0,5,0,3,5,4,9,11,6,3,5,0,0,0,16,0,0,0,0,0,0,0,0,3,7,5,11,3,0,0
Comunidad de Madrid,ES3,Comunidad de Madrid,9,0,30,8,14,0,3,11,10,8,13,0,8,0,10,5,3,3,5,0,3,7,7,3,3,7,0,0,0,3,3,5,0,0,0,3,4,0,0,0,3,3,0,0,0,8,3,0,0,0,0,0,9,3,8,0,3,0,14,4,0,0,0,0,3,0,0,0,3,3,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0
Yugozapadna i Yuzhna tsentralna Bulgaria,BG4,Югозападна и Южна централна България,21,16,15,17,5,25,6,22,8,17,11,9,20,8,11,11,7,13,24,9,8,26,19,12,12,20,7,13,0,6,15,9,6,0,4,20,7,16,10,8,24,12,5,7,22,10,8,5,15,16,3,11,0,11,5,3,10,4,16,14,7,0,3,9,9,19,4,9,9,8,7,16,15,3,6,10,9,10,4,10,7,10,0,0,4,0,10,0,9,7,9,14,9,11,3
Vlaams Gewest,BE2,Vlaams Gewest,21,10,19,31,23,4,8,8,8,0,15,5,9,4,9,8,3,6,7,0,8,25,6,14,6,12,11,3,0,4,0,10,0,0,10,0,5,9,18,5,16,15,3,4,3,5,6,0,3,7,0,6,0,0,3,3,9,0,7,0,0,10,0,6,0,4,3,0,3,3,8,8,8,0,3,4,0,4,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
Westösterreich,AT3,Westösterreich,17,11,25,33,19,18,14,14,7,12,25,9,11,8,9,13,8,12,10,5,15,29,11,19,9,23,15,17,0,8,12,9,10,5,8,9,6,4,16,4,18,12,0,4,11,6,7,10,8,8,4,17,9,9,13,4,15,4,20,3,0,3,4,9,8,10,6,6,11,10,8,14,15,4,4,4,10,10,4,15,3,0,0,5,4,3,7,6,6,8,13,15,5,4,0
Attiki,EL3,Αττική,0,10,4,9,3,10,4,15,0,7,3,3,6,0,11,8,3,4,3,0,0,13,0,7,6,14,12,9,0,0,6,0,3,0,0,8,5,6,0,4,6,0,3,0,5,0,5,0,13,5,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,10,6,4,3,0,4,3,4,0,0,0,0,0,0,6,0,3,0,0,0,0,3,3,4,4,3,3,0,0,0
East of England,UKH,East of England,18,0,12,12,29,0,7,11,4,3,13,4,10,0,5,7,4,9,3,0,3,20,5,3,6,3,5,0,0,0,0,0,0,3,9,0,0,4,7,0,10,10,0,4,3,3,7,0,3,0,0,3,0,0,7,0,8,0,0,0,3,0,0,4,0,0,0,0,4,4,3,6,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0
Nordrhein-Westfalen,DEA,Nordrhein-Westfalen,25,15,24,30,23,6,8,10,8,6,28,5,7,4,8,11,3,10,8,8,6,30,11,11,9,12,10,0,0,7,0,14,0,0,16,0,6,9,20,5,18,12,4,7,3,8,3,0,3,7,0,16,0,3,4,3,11,0,8,0,0,6,0,7,0,4,7,0,3,6,6,11,9,0,4,3,0,3,0,15,0,0,0,0,3,0,0,0,0,5,7,3,0,0,0
North West (England),UKD,North West (England),18,5,16,12,28,0,11,13,11,4,17,4,12,3,4,9,4,9,0,0,4,10,8,4,4,0,8,3,0,0,0,0,0,0,9,0,0,5,7,4,5,4,0,12,0,0,9,0,3,0,6,8,0,3,4,3,10,0,0,3,3,6,0,0,0,0,6,0,4,3,3,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0
Eesti,EE0,Eesti,3,24,4,19,16,12,4,13,11,20,24,7,6,7,10,24,4,12,21,8,12,7,13,3,4,3,6,17,0,3,4,4,3,0,12,5,9,0,29,15,12,13,9,7,12,3,3,0,0,9,4,13,12,26,12,3,0,0,0,0,0,3,6,3,10,9,12,6,8,11,3,4,3,9,8,4,0,3,3,3,0,9,0,0,3,0,0,3,0,4,8,4,3,0,8
Hessen,DE7,Hessen,24,18,24,34,35,10,11,12,4,7,26,5,8,6,7,9,3,6,7,9,15,33,10,10,8,11,3,0,0,8,0,18,0,0,15,0,3,10,16,5,21,16,4,4,6,8,6,0,4,8,0,20,0,0,6,3,15,0,9,0,0,9,0,6,5,6,3,0,4,10,7,10,10,0,0,6,0,0,0,16,0,0,0,0,0,0,3,0,0,8,7,3,4,0,0
Makroregion południowy,PL2,Makroregion południowy,18,15,12,27,10,13,9,10,3,9,18,9,17,11,10,19,3,8,29,4,14,10,17,10,9,12,7,10,0,0,9,0,4,0,6,3,5,3,15,10,16,6,0,3,5,7,4,3,5,9,0,19,4,15,5,0,7,3,4,9,3,6,0,6,0,7,8,7,6,10,4,7,9,0,0,3,4,6,3,17,0,0,0,0,0,0,11,4,12,13,13,7,0,5,0
Malta,MT0,Malta,0,0,0,4,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manner-Suomi,FI1,Manner-Suomi,15,22,3,8,21,6,9,7,10,11,23,14,0,3,9,22,8,13,15,8,5,7,14,5,6,5,8,17,4,0,3,4,11,4,8,7,10,8,11,24,15,16,5,14,11,4,4,3,4,9,6,13,14,11,12,7,4,0,0,0,3,4,9,4,9,5,11,10,11,7,4,0,7,10,4,8,3,0,6,0,0,7,0,0,4,7,4,4,4,3,11,0,4,3,14
Hamburg,DE6,Hamburg,10,16,16,25,17,0,4,4,3,0,30,0,3,6,9,14,3,4,6,8,8,20,6,0,10,4,3,0,0,3,0,0,0,0,3,0,10,0,12,3,12,14,4,6,0,4,3,0,3,5,0,6,4,0,3,0,9,0,6,6,0,0,0,3,0,3,7,3,4,4,0,7,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,3,0,0,4
Luxembourg,LU0,Luxembourg,20,7,20,19,12,3,4,5,3,3,11,5,7,6,5,6,0,5,3,0,3,31,4,5,4,15,6,0,0,3,0,4,0,0,10,0,0,7,17,5,21,9,0,3,0,3,0,0,6,7,0,11,0,0,6,0,12,0,6,0,0,7,0,4,0,0,0,0,3,10,6,5,8,0,0,3,0,5,0,15,0,0,0,0,3,0,0,0,0,3,3,4,3,0,0
Macroregiunea Unu,RO1,Macroregiunea Unu,24,13,17,20,12,19,10,28,3,8,22,14,22,12,15,17,7,22,41,6,10,15,22,9,8,15,9,8,3,0,14,8,10,0,7,15,11,9,14,9,17,6,7,9,14,6,5,7,9,12,6,7,5,14,6,3,10,7,14,6,7,0,7,11,4,20,5,8,10,13,9,11,14,3,0,10,8,9,6,13,6,4,0,0,3,0,11,4,9,14,10,11,3,9,3
Kentriki Elláda,EL6,Κεντρική Ελλάδα,4,16,9,15,4,12,5,25,6,13,13,8,12,0,16,11,11,24,7,0,5,21,0,15,6,22,12,12,0,3,14,9,3,0,5,14,7,13,8,5,14,3,4,6,11,3,11,5,19,18,4,8,0,0,4,0,3,5,3,5,9,0,0,8,6,14,9,6,4,8,10,10,7,0,5,4,7,6,0,15,6,10,0,0,3,0,5,3,10,8,10,5,3,0,0
Voreia Elláda,EL5,Βόρεια Ελλάδα,9,14,12,21,4,15,12,31,8,17,13,10,18,4,14,11,5,7,8,9,10,16,15,15,9,21,10,12,0,4,14,7,6,0,5,16,6,17,11,9,17,4,5,4,18,8,9,3,17,12,3,9,0,3,4,4,8,3,9,8,6,0,0,10,9,15,6,5,5,8,9,12,9,3,5,6,7,4,4,9,8,10,0,0,4,0,8,3,11,7,9,10,8,10,0
Sachsen-Anhalt,DEE,Sachsen-Anhalt,21,15,24,36,23,3,3,7,4,6,43,4,8,8,10,14,0,8,8,8,10,28,10,11,9,12,4,4,0,3,3,9,0,0,10,3,11,4,19,5,21,17,3,7,0,7,8,0,3,6,0,13,0,5,3,0,15,0,8,0,0,5,0,5,3,4,9,0,5,0,3,11,7,3,0,0,0,4,0,6,0,3,0,0,3,0,3,0,7,4,12,6,4,0,0
Åland,FI2,Åland,0,17,0,4,18,3,12,0,5,9,16,6,0,3,4,24,5,4,7,0,0,3,4,5,3,0,4,9,0,0,0,3,4,0,0,4,8,0,3,11,7,12,5,10,6,0,0,0,0,8,5,9,13,3,8,0,0,0,0,0,0,3,3,0,0,0,8,8,5,6,0,0,3,3,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,7
Danmark,DK0,Danmark,17,24,6,23,33,3,6,15,5,3,27,4,6,5,10,20,5,10,6,4,5,18,8,3,4,7,7,8,0,3,0,0,5,0,4,0,7,3,14,13,12,21,5,18,6,4,3,3,3,6,0,7,8,6,9,5,7,0,5,0,0,4,3,7,3,0,14,0,9,7,3,5,0,4,3,3,4,0,0,3,0,0,0,0,4,0,0,0,3,3,0,4,0,0,4
Makroregion wschodni,PL8,Makroregion wschodni,21,25,10,25,23,16,6,14,3,9,32,11,18,13,16,16,0,13,35,6,11,13,21,6,6,8,4,16,0,0,12,0,0,0,7,8,7,0,28,11,15,7,7,4,6,7,6,3,7,18,0,24,15,24,17,0,7,3,4,5,3,8,0,8,6,10,9,4,9,9,4,8,6,3,0,3,3,4,3,13,0,5,0,0,0,0,9,4,10,6,10,8,3,4,8
Macroregiunea Patru,RO4,Macroregiunea Patru,32,16,13,22,11,14,7,25,0,12,21,13,28,18,16,15,7,25,41,6,9,29,25,13,8,22,9,10,0,0,9,10,10,0,4,15,11,10,12,10,13,6,14,11,16,3,6,11,12,14,3,9,3,18,10,0,14,5,18,4,7,0,7,11,7,18,5,8,10,15,9,13,13,3,4,11,9,11,4,16,4,7,0,0,3,0,11,4,9,14,17,12,3,7,0
Isole,ITG,Isole,6,6,11,24,17,6,14,12,8,12,14,3,9,4,4,9,0,7,15,3,11,20,4,9,3,8,10,10,0,0,7,7,0,0,4,0,0,8,6,0,10,0,6,6,3,3,7,3,8,5,0,8,6,6,8,0,3,0,9,0,0,0,3,3,3,4,7,4,4,4,4,5,6,7,5,0,6,0,0,11,0,0,0,0,0,0,3,3,0,6,5,3,4,3,0
Severna i Yugoiztochna Bulgaria,BG3,Северна и Югоизточна България,31,16,22,13,6,14,13,22,0,20,10,16,24,11,12,12,9,16,30,8,8,16,17,11,10,19,5,12,0,5,8,7,6,0,3,11,9,9,10,8,20,6,4,4,24,11,6,7,22,19,4,18,0,16,10,4,12,4,21,9,5,0,3,4,6,19,4,5,11,9,8,16,11,3,6,7,4,15,3,11,8,8,3,3,3,0,11,0,7,7,15,15,14,13,0
Noreste,ES2,Noreste,11,3,30,16,21,6,10,7,15,17,18,4,6,4,4,7,4,6,4,4,6,16,7,8,6,13,8,0,0,4,10,9,3,0,13,4,8,7,3,3,7,7,5,8,4,15,10,0,3,0,0,14,11,4,12,0,7,0,33,4,0,0,0,0,4,3,3,3,3,7,13,7,3,4,4,0,0,0,0,16,8,0,0,0,0,3,10,5,0,6,9,0,3,0,3
Auvergne-Rhône-Alpes,FRK,Auvergne-Rhône-Alpes,19,11,21,25,20,18,16,9,12,18,26,4,10,8,5,10,3,12,7,4,16,34,12,11,14,16,8,12,0,6,9,8,5,4,9,13,5,15,16,4,9,8,3,14,7,11,7,4,11,4,3,19,8,8,15,4,6,0,21,3,0,4,3,8,6,4,6,7,7,13,12,10,6,0,6,7,3,5,3,17,7,0,0,5,4,3,8,8,3,4,6,7,5,0,0
Yorkshire and the Humber,UKE,Yorkshire and the Humber,18,4,9,12,33,0,8,12,9,3,12,3,13,0,8,8,5,9,0,0,6,10,5,8,6,5,5,0,0,0,3,5,0,3,8,0,0,4,7,0,0,4,0,10,3,3,6,0,6,0,4,7,0,0,4,3,9,0,0,0,3,5,0,4,0,0,6,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0
West-Nederland,NL3,West-Nederland,21,14,24,32,23,3,9,9,9,0,23,4,9,5,16,11,3,8,7,0,12,27,6,15,10,9,10,0,0,7,0,0,0,0,10,3,7,4,17,5,17,12,5,8,3,5,7,0,0,6,0,9,0,0,3,0,12,0,6,3,0,7,0,6,0,4,7,0,4,3,6,8,7,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0
Noroeste,ES1,Noroeste,8,0,27,4,15,3,8,6,11,7,18,0,6,3,4,0,0,7,3,3,4,8,7,6,4,6,4,0,0,6,6,10,0,3,9,4,9,10,3,3,3,6,0,3,4,13,4,0,0,0,0,3,10,4,9,4,0,0,6,3,0,0,0,0,3,3,0,3,0,3,6,3,0,0,4,0,0,0,0,9,0,0,0,0,0,3,4,0,0,3,10,0,3,0,0
Ireland,IE0,Ireland,14,3,9,7,24,4,4,12,7,8,16,4,11,0,4,7,0,14,0,0,3,5,13,5,4,3,11,7,0,0,4,6,0,3,12,0,0,4,7,12,5,4,9,9,4,3,8,0,0,0,3,6,3,0,4,6,6,0,3,5,3,8,0,0,0,0,7,0,7,5,4,6,0,3,0,0,3,0,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0
Scotland,UKM,Scotland,18,6,13,7,23,3,3,14,9,7,14,3,11,3,7,9,6,12,0,3,10,9,13,3,7,5,6,3,0,0,4,3,0,4,16,4,0,0,7,8,6,8,6,14,3,0,8,0,3,0,13,4,4,3,4,3,7,0,3,6,3,4,0,0,0,0,9,0,3,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,3,0,0,0
East Midlands (England),UKF,East Midlands (England),19,6,13,8,30,0,9,11,5,3,12,4,14,0,7,8,4,9,3,0,4,12,5,5,6,3,5,0,0,0,3,0,0,0,8,0,0,5,6,0,8,5,0,8,3,3,9,0,6,0,3,8,0,0,7,0,9,0,0,0,3,3,0,4,0,0,3,0,4,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Makroregion centralny,PL7,Makroregion centralny,16,18,13,29,12,14,8,9,3,10,27,11,13,10,15,19,0,9,29,4,11,12,22,7,6,6,4,8,0,0,3,0,0,0,5,4,6,0,16,7,18,9,3,3,5,7,0,3,5,9,0,18,8,17,11,0,6,0,4,5,0,6,0,5,0,6,4,0,7,13,3,11,4,0,0,0,3,3,3,9,0,0,0,0,0,0,8,4,11,4,11,10,3,3,0
Schleswig-Holstein,DEF,Schleswig-Holstein,12,14,17,26,20,3,5,7,5,3,39,5,6,6,12,21,3,9,10,7,9,22,9,0,7,7,4,0,0,3,0,6,3,0,9,0,10,3,16,5,19,14,4,10,0,4,6,3,4,3,0,4,3,6,8,0,10,0,6,0,0,5,0,4,0,4,8,0,9,5,0,7,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,8,3,0,0,4
Niedersachsen,DE9,Niedersachsen,21,17,23,34,23,7,4,8,7,3,42,5,6,6,13,15,0,9,8,9,15,27,10,8,10,11,8,3,0,4,0,10,0,0,13,0,12,4,19,5,19,18,4,7,3,8,8,3,5,8,0,17,3,3,4,0,15,0,8,3,0,10,0,7,0,7,9,0,4,4,0,11,5,4,0,0,0,3,0,9,0,3,0,0,3,0,0,0,3,5,11,4,4,4,3
Hauts-de-France,FRE,Hauts-de-France,20,10,18,30,24,4,9,8,11,7,18,6,9,7,9,8,3,7,3,0,7,30,6,12,6,13,11,3,0,5,0,12,0,3,13,0,5,8,21,7,19,14,0,3,4,5,6,0,4,7,0,19,3,0,11,3,8,0,8,0,0,10,0,5,0,4,0,0,5,11,12,8,10,0,0,7,0,3,0,10,0,3,0,0,3,0,0,0,0,4,4,0,0,0,0
Serbia - sever,RS1,Србија - север,23,3,12,25,10,11,7,8,3,10,10,11,21,6,8,10,4,20,39,3,4,24,28,7,5,11,4,11,0,0,7,0,4,0,0,6,3,0,8,3,4,0,0,11,5,6,5,3,10,10,0,4,0,10,8,0,7,4,17,0,6,0,5,8,7,12,8,3,4,9,5,7,11,0,4,4,0,8,0,13,0,0,0,0,0,0,7,0,7,12,15,13,0,3,0
