NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Shqipëria,AL0,Shqipëria,17,4,66,18,13,11,23,24,16,37,15,8,27,22,35,25,34,32,26,27,21,38,29,8,6,61,57,33,60,29,31,20,62,31,28,49,62,23,86,44,45,46,40,57,72,75,46,64,57,66,86,84,14,86,74,58,89,82,82,81,77,59,75,85,92,85,74,84,83,86,86,92,84,92,92,82,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,91,92,92
Bayern,DE2,Bayern,6,5,12,11,8,10,11,12,14,23,9,7,16,9,12,16,10,21,13,12,14,14,12,13,7,9,26,14,26,8,7,6,20,20,17,9,22,12,45,15,27,16,10,18,14,34,8,53,31,36,34,19,10,27,55,39,22,34,26,43,20,16,30,44,42,48,39,33,11,50,55,73,37,57,41,34,44,44,51,76,30,32,52,24,64,51,59,64,43,70,57,42,39,47,51
Sachsen,DED,Sachsen,4,5,10,0,6,7,7,11,10,10,4,3,11,10,9,10,6,22,17,11,9,8,6,15,5,3,18,12,15,10,4,0,11,7,12,11,17,11,34,10,15,17,4,8,4,20,3,34,20,22,25,7,11,18,47,31,4,29,13,28,20,9,24,24,40,39,26,22,11,32,43,66,24,39,28,18,36,43,37,63,27,20,41,16,48,29,49,36,15,50,51,24,23,38,37
North East (England),UKC,North East (England),8,0,6,6,3,4,4,6,6,9,9,6,3,6,16,13,7,8,3,8,25,0,4,13,0,3,10,6,9,9,3,0,4,6,5,17,21,17,4,11,3,19,3,21,21,9,4,17,14,19,14,12,42,14,44,46,7,34,34,19,24,20,37,23,56,37,54,43,24,37,54,62,27,17,61,43,43,44,44,67,51,38,73,52,54,46,80,62,58,33,62,75,59,38,74
Este,ES5,Este,19,6,9,18,5,8,14,12,12,32,17,18,18,23,24,25,21,28,20,15,28,48,27,9,26,46,34,27,50,26,25,18,38,46,29,32,51,22,72,37,45,33,50,67,66,54,31,78,48,46,67,63,37,65,76,77,73,62,74,84,68,78,65,83,80,87,71,76,59,84,90,89,86,90,86,83,90,83,92,92,80,86,92,92,92,90,92,92,92,92,92,92,92,92,92
Sur,ES6,Sur,12,6,10,20,5,8,10,7,8,14,12,16,13,21,24,26,19,29,21,20,19,38,16,17,30,36,29,34,30,21,30,20,26,46,40,39,42,33,69,31,37,36,57,37,65,46,45,46,53,29,57,57,35,53,67,63,54,56,66,69,70,66,43,72,72,69,63,60,57,81,77,80,86,88,86,81,85,72,92,92,71,81,92,91,85,83,90,92,89,89,92,92,91,92,92
Grand Est,FRF,Grand Est,8,3,3,7,5,4,7,9,13,14,6,3,15,7,10,19,11,23,8,16,11,11,7,9,12,6,28,14,23,10,6,0,14,21,13,8,38,13,26,15,15,15,9,26,7,22,4,60,22,27,40,11,12,32,51,50,17,44,30,41,15,15,25,47,49,48,42,39,10,60,62,75,36,40,40,37,43,40,61,83,33,27,69,34,72,47,69,76,39,59,63,55,52,48,61
Makroregion północno-zachodni,PL4,Makroregion północno-zachodni,5,9,10,0,4,14,4,10,14,13,6,15,14,28,12,10,12,26,14,25,36,6,9,18,7,3,45,41,57,26,3,17,35,19,14,14,27,38,22,49,15,56,17,25,39,32,25,74,52,54,34,33,65,36,74,72,66,41,67,69,66,47,70,56,79,68,90,91,81,83,89,91,79,42,88,67,91,89,89,90,85,88,92,90,91,86,92,88,92,92,92,91,90,91,92
Oost-Nederland,NL2,Oost-Nederland,4,3,4,10,5,4,8,10,10,10,3,0,8,11,14,18,8,19,3,13,23,6,0,10,5,5,9,18,17,7,3,3,11,4,5,9,21,14,10,10,6,6,7,6,17,17,0,32,12,12,17,5,15,11,44,39,4,26,15,19,13,3,12,33,36,29,49,32,13,42,44,64,19,12,35,15,36,43,43,66,22,11,47,14,45,35,60,38,24,33,52,30,23,29,41
Centro (IT),ITI,Centro (IT),14,8,32,22,12,4,15,21,18,26,28,12,20,27,28,30,34,29,22,15,15,29,29,26,7,68,59,63,57,53,34,8,62,48,34,45,58,35,86,37,39,42,38,88,79,71,21,92,64,82,90,88,30,86,84,68,72,73,85,87,79,77,83,92,92,88,71,92,81,83,91,92,92,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
Lietuva,LT0,Lietuva,3,8,7,0,11,3,3,7,7,9,3,8,19,28,10,16,18,21,12,9,7,6,13,6,6,0,8,15,9,7,3,4,12,5,11,6,6,24,11,8,19,19,9,10,10,9,14,28,13,34,12,0,19,12,20,6,8,6,19,34,27,0,13,22,23,26,34,59,29,17,45,70,21,19,34,9,21,42,36,59,32,22,38,20,34,32,43,15,23,61,55,45,25,29,55
Bremen,DE5,Bremen,0,0,4,0,0,0,0,7,6,7,3,0,4,5,12,7,3,17,0,12,11,0,3,9,0,3,5,16,0,3,0,0,5,0,4,5,8,7,3,4,0,11,3,0,6,15,0,21,7,6,13,0,10,3,35,29,0,10,7,9,10,0,6,6,21,18,34,14,11,22,35,48,14,6,27,0,18,23,40,51,9,5,36,0,35,23,46,16,14,23,43,12,10,14,37
Centre — Val de Loire,FRB,Centre — Val de Loire,10,4,6,9,5,4,10,0,11,8,9,3,8,8,7,15,10,19,6,18,11,12,16,3,9,6,24,7,18,10,6,3,21,21,9,9,41,10,40,9,15,16,13,44,10,15,0,58,18,18,40,6,6,37,50,47,24,46,41,46,17,26,24,37,61,47,44,41,15,58,63,74,49,41,40,45,58,48,67,87,41,29,74,42,76,53,78,85,46,42,67,61,55,44,69
Pays de la Loire,FRG,Pays de la Loire,10,5,11,5,3,8,14,0,10,8,8,4,11,10,6,11,10,22,10,20,12,8,15,3,7,0,17,8,18,6,7,3,19,22,6,11,38,13,28,12,18,18,11,55,18,16,0,58,28,32,33,3,35,37,59,54,21,43,39,43,18,35,42,40,66,44,48,47,25,49,61,74,48,26,44,53,71,59,65,85,53,32,89,43,80,52,91,73,51,33,67,69,52,45,71
South East (England),UKJ,South East (England),10,10,0,7,3,3,9,13,11,7,4,3,9,11,8,11,7,17,0,12,28,10,12,9,7,4,12,12,10,4,7,0,10,12,8,13,26,17,7,9,7,16,3,28,18,10,3,43,25,34,21,6,36,23,52,50,7,44,17,20,10,11,26,31,45,41,49,44,21,53,60,76,29,10,49,39,57,53,55,84,51,31,80,36,71,57,89,69,51,28,69,71,51,33,61
Zuid-Nederland,NL4,Zuid-Nederland,4,0,0,8,3,3,7,6,10,12,0,0,3,6,11,18,4,22,3,13,14,10,3,9,6,4,8,21,15,8,3,0,10,5,4,7,17,12,6,7,0,9,3,14,14,14,0,30,11,15,13,5,11,10,43,45,3,30,12,13,9,3,7,32,38,32,38,26,13,42,40,61,25,15,34,16,34,34,44,69,16,9,48,14,54,34,63,49,19,28,55,28,23,20,42
Brandenburg,DE4,Brandenburg,6,5,6,5,4,3,4,10,8,8,3,7,12,12,12,10,7,20,11,10,7,4,3,18,6,3,15,19,16,13,5,0,14,4,5,9,15,15,27,10,9,17,3,9,5,14,3,35,13,25,19,0,16,18,48,30,3,18,11,18,13,5,18,18,39,34,25,29,17,28,45,70,17,34,29,18,27,42,36,58,20,16,39,13,48,25,50,27,12,38,48,18,13,23,42
West Midlands (England),UKG,West Midlands (England),10,4,3,7,3,3,3,11,7,10,4,3,7,9,9,13,9,11,3,16,22,0,10,11,0,4,11,6,8,5,3,0,9,6,0,4,28,15,0,9,0,14,4,22,18,7,3,34,10,20,17,4,42,19,44,42,3,31,17,30,10,12,21,24,39,33,42,40,16,47,56,61,17,16,53,36,38,48,52,70,42,22,71,28,68,46,79,50,41,37,67,47,34,36,62
Sud,ITF,Sud,12,8,50,27,16,10,20,16,17,29,24,12,24,25,38,31,35,22,17,17,26,44,53,20,9,75,64,64,69,46,20,29,76,62,25,57,77,43,89,46,44,67,39,88,87,83,54,87,67,88,91,88,21,90,86,63,79,85,89,89,75,76,83,91,91,91,77,88,90,84,92,92,92,92,92,88,92,92,92,92,92,92,92,91,92,92,92,92,92,92,92,92,92,92,92
Schweiz/Suisse/Svizzera,CH0,Schweiz/Suisse/Svizzera,12,6,22,10,14,12,19,15,16,42,11,13,24,17,16,16,20,35,22,17,33,35,27,12,18,28,36,29,56,26,36,12,60,37,32,23,63,38,84,47,48,45,29,42,59,64,13,77,44,80,58,70,43,86,86,81,63,58,81,84,78,66,57,88,85,85,78,90,88,88,89,92,87,92,87,86,91,92,92,92,90,90,91,92,92,91,92,92,92,92,92,91,92,92,92
Ile-de-France,FR1,Ile-de-France,9,3,0,7,5,3,7,0,11,8,3,0,8,6,7,15,9,21,3,16,11,15,8,6,6,3,25,8,10,11,6,3,16,20,6,7,34,10,19,9,15,6,9,28,9,10,0,50,10,19,27,8,3,29,44,43,11,41,29,35,8,21,20,32,53,42,44,38,12,59,54,71,38,30,40,35,43,38,62,80,24,25,71,34,61,42,67,75,38,37,57,55,53,35,58
Macroregiunea Trei,RO3,Macroregiunea Trei,14,3,32,7,15,4,12,20,8,27,6,10,33,15,28,7,27,38,15,18,13,6,15,14,8,7,27,7,58,7,28,7,26,16,17,12,22,30,67,24,34,42,37,25,36,38,26,37,35,40,63,41,3,34,40,25,56,46,67,56,58,40,49,53,51,77,41,27,32,43,68,80,58,81,55,55,66,82,64,79,58,65,58,68,84,80,73,83,72,92,81,70,70,73,72
Northern Ireland,UKN,Northern Ireland,10,3,4,6,4,0,8,3,3,13,9,3,4,8,8,14,6,16,4,16,12,4,11,7,0,6,14,3,6,6,3,3,7,3,4,13,24,16,0,11,6,19,3,20,23,7,3,22,6,24,14,11,44,15,52,41,14,35,23,22,34,23,28,29,42,29,51,46,32,38,43,54,15,16,64,30,54,49,46,58,52,43,74,41,57,58,86,53,59,40,68,76,53,46,73
Thüringen,DEG,Thüringen,6,3,9,6,7,9,5,8,11,8,4,6,11,10,10,14,4,23,11,11,10,9,11,14,5,0,17,18,14,9,0,0,13,3,11,12,19,10,31,8,5,16,4,14,3,22,3,36,20,21,24,10,9,17,38,33,4,33,10,29,14,12,28,31,42,40,27,27,11,42,45,65,18,38,32,14,30,42,39,74,25,21,49,12,53,35,54,55,21,51,52,27,22,36,43
Ostösterreich,AT1,Ostösterreich,8,7,15,6,10,9,12,11,11,18,7,7,20,11,11,19,15,27,18,6,13,10,13,8,5,5,26,12,24,16,19,3,28,10,20,6,26,13,53,14,36,19,12,12,17,29,6,42,24,37,28,20,3,25,43,36,15,16,27,29,23,13,29,43,28,49,27,30,12,47,44,75,37,69,32,27,36,56,47,65,28,30,51,36,71,49,47,65,43,78,48,58,40,53,50
Alföld és Észak,HU3,Alföld és Észak,17,7,22,6,16,11,10,14,16,21,8,7,30,14,23,14,20,28,27,8,17,10,9,6,6,3,28,15,36,7,18,6,29,8,20,10,32,10,61,20,39,28,16,15,23,33,5,53,37,54,26,24,3,22,29,24,21,19,39,47,36,11,34,36,34,61,18,32,8,44,61,77,40,71,28,30,39,63,42,64,33,35,47,39,76,54,61,64,44,81,60,61,46,59,53
Česko,CZ0,Česko,6,10,19,3,10,13,7,14,13,13,8,9,24,12,13,19,10,31,19,11,13,13,15,12,6,4,29,13,25,17,16,3,23,11,17,10,18,14,49,9,29,22,10,11,9,22,5,44,33,37,27,16,12,22,46,35,9,29,21,34,22,10,31,34,31,48,34,26,10,47,49,75,32,61,30,24,39,55,43,73,27,29,48,19,62,40,56,57,29,65,51,42,33,46,49
Nouvelle-Aquitaine,FRI,Nouvelle-Aquitaine,10,6,14,7,5,7,14,7,14,9,10,8,11,8,7,16,10,25,13,19,9,11,18,6,9,10,27,14,20,10,10,4,20,24,11,12,37,10,36,17,19,18,16,57,19,29,6,63,25,23,39,19,36,46,62,58,25,38,49,46,22,43,33,44,59,46,42,52,22,56,56,72,53,42,48,58,73,57,70,86,50,44,89,50,84,54,87,81,47,52,69,79,56,52,76
Bretagne,FRH,Bretagne,8,4,6,4,3,3,6,0,7,4,6,3,17,19,6,18,6,22,13,18,31,13,14,4,4,10,21,7,14,15,8,3,16,17,15,10,22,21,14,28,16,16,6,66,28,15,5,71,17,39,28,7,50,41,79,65,20,49,46,50,24,41,55,60,90,55,69,68,38,56,82,86,43,19,70,81,87,70,82,92,70,60,92,56,91,71,92,85,77,42,83,92,77,46,84
Continente,PT1,Continente,12,17,13,12,12,8,16,9,11,12,18,21,13,10,9,16,20,28,26,6,21,32,9,16,31,27,15,14,22,12,26,25,21,45,39,28,30,30,39,28,24,26,43,63,36,25,16,50,34,36,51,32,31,40,48,60,48,31,48,48,54,53,37,64,50,56,53,71,37,64,65,79,70,57,70,78,72,56,77,87,60,66,92,86,92,78,92,88,70,73,77,92,86,79,86
Közép-Magyarország,HU1,Közép-Magyarország,15,7,18,3,10,13,7,12,19,12,8,0,22,11,19,13,17,21,23,6,10,11,9,6,5,0,25,13,29,10,19,3,28,8,17,9,31,14,54,16,32,22,12,11,21,26,4,41,29,46,23,20,0,20,26,15,18,17,32,38,26,11,30,34,32,56,11,32,7,41,51,73,34,68,25,27,34,60,33,59,32,35,48,30,76,51,53,64,43,72,51,60,41,56,47
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,4,0,0,0,3,0,3,0,10,4,0,0,3,0,5,16,4,11,0,9,11,7,0,3,0,0,8,9,8,0,3,0,5,4,3,7,20,12,5,0,0,6,3,12,0,12,0,32,9,7,11,5,6,11,42,40,0,30,6,14,6,0,14,35,32,28,37,22,11,33,35,54,20,11,32,23,32,24,46,69,15,8,43,13,52,32,63,44,12,22,47,25,23,18,41
Slovensko,SK0,Slovensko,16,11,15,3,13,14,11,13,15,19,8,12,31,15,20,13,17,32,25,6,13,12,8,9,6,4,26,14,33,16,21,3,30,9,20,9,21,18,53,20,36,31,14,19,20,32,5,54,31,52,29,18,3,23,38,24,17,22,33,39,24,10,33,35,33,57,20,32,9,47,59,76,40,67,26,28,39,65,42,67,29,35,45,33,74,55,58,61,40,79,59,50,41,60,54
Berlin,DE3,Berlin,4,5,3,0,0,0,4,10,3,4,3,3,6,11,6,9,4,18,8,6,3,3,0,13,5,3,13,14,8,3,4,0,9,3,5,4,12,13,20,10,0,15,3,6,0,13,0,34,8,16,16,0,10,14,40,22,0,17,5,14,6,3,15,11,36,32,14,24,11,22,34,68,15,12,27,8,25,33,25,54,13,14,35,10,41,21,47,13,6,35,38,15,9,14,30
Slovenija,SI0,Slovenija,13,8,22,16,11,8,15,10,16,21,10,7,26,11,18,25,24,27,20,13,14,10,15,14,4,16,32,17,42,8,22,3,42,27,24,15,40,16,80,20,41,31,26,29,35,50,9,63,39,41,49,27,10,32,72,62,39,32,54,54,33,29,45,54,69,63,33,59,21,70,67,90,54,86,54,54,56,69,68,82,60,60,79,67,83,77,84,90,64,90,83,69,81,78,83
Wales,UKL,Wales,10,0,6,7,7,6,6,13,3,8,3,4,7,9,15,12,9,27,0,13,45,9,14,11,3,6,20,11,8,17,3,0,6,8,3,8,24,24,0,23,5,25,6,46,19,7,4,35,8,34,34,4,59,37,79,70,41,54,42,35,22,35,53,52,92,62,66,71,61,54,64,74,29,16,71,78,87,75,76,88,77,61,92,66,90,88,89,85,72,60,80,92,71,38,77
Région wallonne,BE3,Région wallonne,6,3,3,10,5,3,7,7,10,6,6,0,7,9,10,19,10,20,3,14,14,11,5,12,10,4,14,20,16,9,3,0,9,12,8,7,23,13,15,8,6,13,5,16,3,15,4,46,12,24,23,11,11,26,47,43,7,36,12,24,9,3,24,39,43,37,40,36,12,44,51,70,25,22,36,31,39,37,47,80,21,21,59,19,61,37,62,62,31,38,53,38,23,35,47
Normandie,FRD,Normandie,10,6,0,5,3,6,8,0,10,7,7,9,6,21,10,21,8,22,3,18,41,14,18,11,6,3,28,21,16,16,37,4,35,18,7,20,27,18,15,25,10,40,9,64,34,16,8,77,29,53,48,21,46,76,87,69,46,52,52,64,43,65,73,65,92,61,69,80,66,80,91,89,60,33,82,84,92,85,88,92,80,68,92,88,92,91,92,92,84,85,89,92,88,66,91
Hrvatska,HR0,Hrvatska,19,8,71,27,13,9,23,22,17,39,22,10,44,31,32,29,36,30,29,13,24,50,56,15,12,74,79,52,81,50,27,34,84,56,28,69,84,45,91,53,52,63,42,75,74,88,60,87,78,86,87,85,35,87,86,68,84,82,91,92,83,81,83,90,90,92,83,90,90,85,90,92,91,92,92,91,92,92,92,92,91,92,92,92,92,92,92,92,92,92,92,91,90,92,92
Makroregion południowo-zachodni,PL5,Makroregion południowo-zachodni,3,9,18,0,4,10,3,10,9,10,6,8,12,13,9,7,6,24,19,3,9,10,8,12,6,0,22,13,13,10,3,3,20,10,9,10,10,12,26,8,23,16,6,10,5,14,3,38,25,36,21,11,3,22,48,19,6,17,20,31,19,9,26,27,28,39,24,23,9,30,37,72,24,41,23,26,38,49,39,60,20,20,35,16,53,32,53,34,15,56,43,32,19,33,37
"Nisia Aigaiou, Kriti",EL4,"Νησιά Αιγαίου, Κρήτη",9,5,50,3,10,15,28,30,28,30,15,23,39,64,65,32,53,46,29,48,68,54,57,44,24,34,39,77,76,37,60,44,72,86,46,84,78,78,86,81,74,83,81,74,79,91,92,86,64,89,92,85,90,92,82,89,92,89,91,92,92,91,87,92,92,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
Severna Makedonija,MK0,Северна Македонија,12,3,39,9,14,9,19,12,10,30,9,6,15,15,31,15,25,32,28,21,10,10,21,4,6,13,24,21,43,7,21,16,31,26,22,26,37,11,75,27,38,39,39,25,47,56,47,51,43,44,50,59,11,37,60,61,63,45,72,70,59,53,52,54,53,77,41,43,46,55,62,84,59,89,64,57,66,87,83,80,71,74,79,88,85,90,79,90,73,92,87,85,78,87,84
Rheinland-Pfalz,DEB,Rheinland-Pfalz,7,3,4,9,3,3,5,11,13,8,4,4,9,9,11,15,7,20,6,16,13,10,7,11,10,3,20,24,18,6,0,0,11,11,10,8,28,13,19,10,7,15,6,16,3,20,4,47,14,23,32,9,9,32,45,43,6,30,15,20,16,13,18,39,45,44,40,34,8,42,62,68,26,33,35,24,31,40,49,76,26,22,60,22,62,40,62,61,29,48,54,44,25,38,55
Provence-Alpes-Côte d’Azur,FRL,Provence-Alpes-Côte d’Azur,11,6,21,19,10,6,14,18,13,33,9,17,25,19,23,30,31,28,24,15,25,39,35,21,29,41,38,31,54,19,45,12,78,45,41,27,72,46,92,59,60,50,36,50,67,69,23,84,62,89,74,73,57,87,87,85,69,61,83,91,76,81,81,92,91,90,90,92,88,90,91,92,91,92,89,91,92,92,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
Östra Sverige,SE1,Östra Sverige,6,8,3,3,13,3,12,9,7,18,7,23,7,27,13,18,16,16,4,16,41,7,4,29,7,9,19,39,39,25,14,10,26,32,10,17,33,44,14,22,7,55,32,29,20,47,26,57,54,55,27,13,53,43,62,60,53,48,59,52,52,27,65,49,53,55,88,86,83,80,89,89,80,52,83,46,55,87,78,88,88,76,77,68,74,73,86,69,89,91,87,86,92,90,87
Mecklenburg-Vorpommern,DE8,Mecklenburg-Vorpommern,6,6,4,5,3,6,6,9,6,7,4,9,6,12,12,8,9,21,4,12,10,3,4,14,6,3,15,22,14,7,3,3,12,0,7,13,12,13,17,8,3,21,10,12,9,15,3,33,17,24,12,0,24,14,44,30,6,21,16,25,13,3,25,18,40,29,40,37,22,32,46,66,18,16,36,13,30,32,34,60,23,23,45,10,48,25,65,18,27,40,50,45,20,24,51
Södra Sverige,SE2,Södra Sverige,5,13,3,3,17,7,27,23,24,25,7,43,17,46,27,31,38,31,4,26,70,24,12,51,12,22,42,75,66,63,30,18,54,60,16,28,64,66,26,62,16,78,48,49,56,73,50,78,75,64,42,60,77,71,82,87,79,75,81,80,84,72,81,75,79,75,92,92,91,90,92,92,87,75,92,78,88,92,90,92,92,92,92,90,91,92,92,91,92,92,92,92,92,92,92
Occitanie,FRJ,Occitanie,20,3,9,14,6,5,17,9,13,29,9,13,19,13,19,20,18,26,18,11,28,40,31,6,17,30,34,25,43,27,21,12,42,45,26,32,46,19,73,35,40,26,36,43,62,48,29,69,42,41,55,57,28,58,65,75,70,57,69,77,66,60,55,75,79,77,62,67,53,77,73,88,81,86,73,79,84,72,87,89,68,80,91,90,90,87,92,92,79,91,87,82,88,84,91
Serbia - jug,RS2,Србија - југ,16,4,30,14,14,8,14,12,15,26,7,8,24,13,29,11,21,29,23,13,10,8,12,6,6,7,22,12,44,6,22,9,27,15,19,19,30,10,63,19,44,36,33,17,37,47,24,39,32,40,44,47,10,33,47,36,50,36,57,55,48,28,45,45,41,67,23,29,27,43,55,82,48,82,54,43,51,83,67,74,56,58,63,70,80,79,64,82,64,92,73,74,60,73,72
Norge,NO0,Norge,5,26,15,8,19,23,29,53,18,45,42,39,12,26,12,28,19,26,38,39,65,48,35,34,23,54,37,67,66,36,27,60,31,67,72,75,84,48,36,78,49,87,64,57,73,83,79,51,73,82,66,72,81,70,67,81,91,71,80,70,84,92,89,78,77,88,92,92,92,90,86,92,87,84,92,91,85,92,92,92,91,92,90,92,91,91,92,92,92,92,92,92,92,92,92
Macroregiunea Doi,RO2,Macroregiunea Doi,12,5,20,7,16,4,7,18,7,25,3,16,36,24,24,14,29,43,12,21,10,12,19,17,10,6,20,13,43,11,24,8,26,17,18,10,16,36,52,22,34,39,40,19,37,34,21,47,29,33,58,34,5,34,35,37,48,38,63,57,55,44,46,50,47,71,48,29,43,44,66,75,57,86,56,51,58,81,66,74,62,73,58,74,84,86,75,89,81,92,86,82,71,75,76
Noord-Nederland,NL1,Noord-Nederland,3,3,0,4,3,7,6,15,6,9,3,3,6,9,15,13,4,15,0,15,35,8,0,9,3,5,6,25,13,18,0,5,16,3,3,13,31,15,6,28,3,36,4,3,20,26,0,44,24,12,16,12,19,15,48,49,16,31,30,31,12,3,37,48,58,43,60,42,21,52,76,82,26,9,57,25,63,59,65,79,46,31,79,33,51,61,88,64,69,56,69,85,41,47,56
Nord-Ovest,ITC,Nord-Ovest,15,8,22,15,10,8,18,17,17,34,15,23,26,23,31,31,20,33,33,24,30,25,24,17,16,34,34,25,61,18,50,13,55,43,53,31,64,37,88,43,53,50,39,59,59,72,30,76,79,77,71,65,42,78,87,81,73,51,82,90,67,77,61,91,91,86,83,91,73,91,87,92,86,92,91,89,92,92,92,92,89,92,91,92,92,89,92,92,92,92,92,92,92,92,92
